miRNet_id,miRBase_acc,miRNA_ID,epi_regulator,epi_modification,miRNA_expression,PMID,epi_target,Disease,Disease_MESH_ID,Disease_DOID_ID,Disease_categories,Disease_main_type,Disease_sub_type
mirnet-hsaepi-1107,MI0000268,hsa-mir-34a,DNMTs,DNA Methylation,DOWN,22282464,E2F1/B-Myb,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
mirnet-hsaepi-1108,MI0003560,hsa-mir-92b,DNMTs,DNA Methylation,DOWN,22282464,RAB23,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
mirnet-hsaepi-1109,MI0000746,hsa-mir-99b,DNMTs,DNA Methylation,DOWN,22282464,,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
mirnet-hsaepi-1110,MI0000469,hsa-mir-125a,DNMTs,DNA Methylation,DOWN,22282464,ERBB2/ERBB3,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
mirnet-hsaepi-1111,MI0000472,hsa-mir-127,DNMTs,DNA Methylation,DOWN,22282464,BCL6,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
mirnet-hsaepi-1112,MI0000449,hsa-mir-132,DNMTs,DNA Methylation,DOWN,22282464,,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
mirnet-hsaepi-1113,MI0000456,hsa-mir-140,DNMTs,DNA Methylation,DOWN,22282464,,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
mirnet-hsaepi-1114,MI0000273,hsa-mir-183,DNMTs,DNA Methylation,DOWN,22282464,,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
mirnet-hsaepi-1115,MI0000487,hsa-mir-193a,DNMTs,DNA Methylation,DOWN,22282464,"E2F6, PTK2/FAK, MCL1",non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
mirnet-hsaepi-1116,MI0000488,hsa-mir-194-1,DNMTs,DNA Methylation,DOWN,22282464,HNF1A,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
mirnet-hsaepi-1117,MI0000650,hsa-mir-200c,DNMTs,DNA Methylation,DOWN,22282464,ZEB1/2,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
mirnet-hsaepi-1118,MI0000286,hsa-mir-210,DNMTs,DNA Methylation,DOWN,22282464,,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
mirnet-hsaepi-1119,MI0000783,hsa-mir-375,DNMTs,DNA Methylation,DOWN,22282464,"PDK1, JAK2",non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
mirnet-hsaepi-1120,MI0000790,hsa-mir-382,DNMTs,DNA Methylation,DOWN,22282464,,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
mirnet-hsaepi-1121,MI0001445,hsa-mir-423,DNMTs,DNA Methylation,DOWN,22282464,,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
mirnet-hsaepi-1122,MI0001446,hsa-mir-424,DNMTs,DNA Methylation,DOWN,22282464,,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
mirnet-hsaepi-1123,MI0003133,hsa-mir-432,DNMTs,DNA Methylation,DOWN,22282464,,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
mirnet-hsaepi-1124,MI0003820,hsa-mir-454,DNMTs,DNA Methylation,DOWN,22282464,,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
mirnet-hsaepi-1125,MI0003513,hsa-mir-455,DNMTs,DNA Methylation,DOWN,22282464,,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
mirnet-hsaepi-1126,MI0002470,hsa-mir-486,DNMTs,DNA Methylation,DOWN,22282464,,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
mirnet-hsaepi-1127,MI0003530,hsa-mir-487b,DNMTs,DNA Methylation,DOWN,22282464,,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
mirnet-hsaepi-1128,MI0003134,hsa-mir-494,DNMTs,DNA Methylation,DOWN,22282464,FGFR2,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
mirnet-hsaepi-1129,MI0003135,hsa-mir-495,DNMTs,DNA Methylation,DOWN,22282464,,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
mirnet-hsaepi-1130,MI0006654,hsa-mir-720,DNMTs,DNA Methylation,DOWN,22282464,,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
mirnet-hsaepi-1131,MI0006273,hsa-mir-1180,DNMTs,DNA Methylation,DOWN,22282464,,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
mirnet-hsaepi-1132,MI0006335,hsa-mir-1203,DNMTs,DNA Methylation,DOWN,22282464,,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
mirnet-hsaepi-1133,MI0003786,hsa-mir-1323,DNMTs,DNA Methylation,DOWN,22282464,,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
mirnet-hsaepi-1134,MI0000089,hsa-mir-31,DNMTs,DNA Methylation,UP,22289355,,triple-negative breast cancer,D064726,DOID_1612,"Cancer, Breast Conditions",breast cancer,triple-negative
mirnet-hsaepi-1135,MI0000071,hsa-mir-17,HDACs,Histone Acetylation,DOWN,22308110,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1136,MI0000072,hsa-mir-18a,HDACs,Histone Acetylation,DOWN,22308110,NEDD9/CDK19,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1137,MI0000073,hsa-mir-19a,HDACs,Histone Acetylation,DOWN,22308110,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1138,MI0000076,hsa-mir-20a,HDACs,Histone Acetylation,DOWN,22308110,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1139,MIMAT0000074,hsa-mir-19b-3p,HDACs,Histone Acetylation,DOWN,22308110,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1140,MIMAT0000092,hsa-mir-92a-3p,HDACs,Histone Acetylation,DOWN,22308110,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1141,MI0000113,hsa-mir-106a,HDACs,Histone Acetylation,DOWN,22308110,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1142,MI0001518,hsa-mir-18b,HDACs,Histone Acetylation,DOWN,22308110,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1143,MI0001519,hsa-mir-20b,HDACs,Histone Acetylation,DOWN,22308110,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
mirnet-hsaepi-1144,MIMAT0004584,hsa-let-7g-3p,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1145,MIMAT0004585,hsa-let-7i-3p,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1146,MIMAT0004555,hsa-mir-10a-3p,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1147,MIMAT0004672,hsa-mir-106b-3p,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1148,MI0000449,hsa-mir-132,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1149,MIMAT0002809,hsa-mir-146b-5p,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1150,MI0000253,hsa-mir-148a,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1151,MIMAT0004586,hsa-mir-15b-3p,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1152,MI0000462,hsa-mir-152,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1153,MI0000071,hsa-mir-17,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1154,MIMAT0000071,hsa-mir-17-3p,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1155,MI0000072,hsa-mir-18a,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1156,MI0001518,hsa-mir-18b,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1157,MI0000073,hsa-mir-19a,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1158,MIMAT0004490,hsa-mir-19a-5p,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1159,MIMAT0000074,hsa-mir-19b-3p,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1160,MIMAT0004491,hsa-mir-19b-1-5p,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1161,MI0000271,hsa-mir-181c,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1162,MI0003137,hsa-mir-193b,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1163,MIMAT0004767,hsa-mir-193b-5p,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1164,MIMAT0000263,hsa-mir-199b-5p,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1165,MI0000288,hsa-mir-212,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1166,MIMAT0004567,hsa-mir-219-1-3p,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1167,MIMAT0004493,hsa-mir-20a-3p,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1168,MIMAT0004752,hsa-mir-20b-3p,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1169,MI0000283,hsa-mir-203a,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1170,MI0000078,hsa-mir-22,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1171,MIMAT0004498,hsa-mir-25-5p,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1172,MIMAT0004693,hsa-mir-330-5p,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1173,MI0000764,hsa-mir-363,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1174,MI0000783,hsa-mir-375,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1175,MI0003673,hsa-mir-449b,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1176,MI0003138,hsa-mir-497,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1177,MIMAT0004761,hsa-mir-483-5p,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1178,MI0003188,hsa-mir-503,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1179,MIMAT0003340,hsa-mir-542-5p,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1180,MIMAT0004798,hsa-mir-548b-5p,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1181,MIMAT0003257,hsa-mir-550a-3p,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1182,MI0003570,hsa-mir-564,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1183,MIMAT0004804,hsa-mir-615-5p,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1184,MI0003629,hsa-mir-616,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1185,MI0003641,hsa-mir-627,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1186,MI0003651,hsa-mir-636,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1187,MI0003656,hsa-mir-641,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1188,MI0003657,hsa-mir-642a,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1189,MIMAT0000442,hsa-mir-9-3p,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1190,MI0005757,hsa-mir-935,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1191,MI0005759,hsa-mir-937,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1192,MIMAT0004507,hsa-mir-92a-1-5p,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1193,MIMAT0004984,hsa-mir-941,DNMTs,DNA Methylation,DOWN,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1194,MI0000449,hsa-mir-132,DNMTs,DNA Methylation,UP,22310291,two pro-survival proteins-heparin-binding epidermal growth factor and TALIN2,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1195,MI0000472,hsa-mir-127,DNMTs,DNA Methylation,UP,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1196,MIMAT0004766,hsa-mir-146b-3p,DNMTs,DNA Methylation,UP,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1197,MIMAT0002891,hsa-mir-18a-3p,DNMTs,DNA Methylation,UP,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1198,MIMAT0000751,hsa-mir-330-3p,DNMTs,DNA Methylation,UP,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1199,MI0000742,hsa-mir-34b,DNMTs,DNA Methylation,UP,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1200,MI0000743,hsa-mir-34c,DNMTs,DNA Methylation,UP,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1201,MI0000784,hsa-mir-376a-1,DNMTs,DNA Methylation,UP,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1202,MI0000776,hsa-mir-376c,DNMTs,DNA Methylation,UP,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1203,MIMAT0001639,hsa-mir-409-3p,DNMTs,DNA Methylation,UP,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1204,MI0002465,hsa-mir-410,DNMTs,DNA Methylation,UP,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1205,MI0003675,hsa-mir-411,DNMTs,DNA Methylation,UP,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1206,MI0003133,hsa-mir-432,DNMTs,DNA Methylation,UP,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1207,MIMAT0002815,hsa-mir-432-3p,DNMTs,DNA Methylation,UP,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1208,MIMAT0002176,hsa-mir-485-3p,DNMTs,DNA Methylation,UP,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1209,MI0003530,hsa-mir-487b,DNMTs,DNA Methylation,UP,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1210,MIMAT0001545,hsa-mir-450a-5p,DNMTs,DNA Methylation,UP,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1211,MI0003514,hsa-mir-539,DNMTs,DNA Methylation,UP,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1212,MIMAT0003389,hsa-mir-542-3p,DNMTs,DNA Methylation,UP,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1213,MI0003599,hsa-mir-589,DNMTs,DNA Methylation,UP,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1214,MI0003677,hsa-mir-655,DNMTs,DNA Methylation,UP,22310291,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-1215,MIMAT0000250,hsa-mir-139-5p,EZH2,H3K27me3,DOWN,22370893,,liver cancer metastasis,"D008113,D009362",DOID_3571,"Cancer, Digestive & Gastrointestinal Conditions",metastasis,liver cancer
mirnet-hsaepi-1216,MIMAT0000423,hsa-mir-125b-5p,EZH2,H3K27me3,DOWN,22370893,,liver cancer metastasis,"D008113,D009362",DOID_3571,"Cancer, Digestive & Gastrointestinal Conditions",metastasis,liver cancer
mirnet-hsaepi-1217,MI0000342,hsa-mir-200b,EZH2,H3K27me3,DOWN,22370893,,liver cancer metastasis,"D008113,D009362",DOID_3571,"Cancer, Digestive & Gastrointestinal Conditions",metastasis,liver cancer
mirnet-hsaepi-1218,MI0000064,hsa-let-7c,EZH2,H3K27me3,DOWN,22370893,,liver cancer metastasis,"D008113,D009362",DOID_3571,"Cancer, Digestive & Gastrointestinal Conditions",metastasis,liver cancer
mirnet-hsaepi-1219,MIMAT0000099,hsa-mir-101-3p,EZH2,H3K27me3,DOWN,22370893,,liver cancer metastasis,"D008113,D009362",DOID_3571,"Cancer, Digestive & Gastrointestinal Conditions",metastasis,liver cancer
mirnet-hsaepi-1220,MI0000283,hsa-mir-203a,DNMTs,DNA Methylation,UP,22393463,SNAI2,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
mirnet-hsaepi-1221,MI0000742,hsa-mir-34b,DNMTs,DNA Methylation,DOWN,22419847,c-Met,uveal melanoma,"C536494,D000098943",DOID_6039,"Cancer, Integumentary System",melanoma,uveal
mirnet-hsaepi-1222,MI0000743,hsa-mir-34c,DNMTs,DNA Methylation,DOWN,22419847,c-Met,uveal melanoma,"C536494,D000098943",DOID_6039,"Cancer, Integumentary System",melanoma,uveal
mirnet-hsaepi-1223,MI0000742,hsa-mir-34b,HDACs,Histone Acetylation,DOWN,22419847,c-Met,uveal melanoma,"C536494,D000098943",DOID_6039,"Cancer, Integumentary System",melanoma,uveal
mirnet-hsaepi-1224,MI0000743,hsa-mir-34c,HDACs,Histone Acetylation,DOWN,22419847,c-Met,uveal melanoma,"C536494,D000098943",DOID_6039,"Cancer, Integumentary System",melanoma,uveal
mirnet-hsaepi-1225,MI0000650,hsa-mir-200c,,DNA Methylation,DOWN,22425776,,human h4 cell,"D002477,D006801,T016,T025",CL_0000000,Cells,h4 cell,human
mirnet-hsaepi-1226,MI0000443,hsa-mir-124-1,,DNA Methylation,DOWN,22425776,,human h4 cell,"D002477,D006801,T016,T025",CL_0000000,Cells,h4 cell,human
mirnet-hsaepi-1227,MI0000783,hsa-mir-375,,DNA Methylation,DOWN,22425776,,human h4 cell,"D002477,D006801,T016,T025",CL_0000000,Cells,h4 cell,human
mirnet-hsaepi-1228,MI0000743,hsa-mir-34c,,DNA Methylation,DOWN,22425776,,human h4 cell,"D002477,D006801,T016,T025",CL_0000000,Cells,h4 cell,human
mirnet-hsaepi-1229,MI0000286,hsa-mir-210,,DNA Methylation,DOWN,22425776,,human h4 cell,"D002477,D006801,T016,T025",CL_0000000,Cells,h4 cell,human
mirnet-hsaepi-1230,MI0000288,hsa-mir-212,,DNA Methylation,DOWN,22425776,,human h4 cell,"D002477,D006801,T016,T025",CL_0000000,Cells,h4 cell,human
mirnet-hsaepi-1231,MI0000681,hsa-mir-155,DNMTs,DNA Methylation,DOWN,22426647,SMAD2,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-1232,MI0000301,hsa-mir-224,HDAC1/HDAC3/EP300,H3K9ac/H3K14ac,UP,22459148,,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
mirnet-hsaepi-1233,MI0001733,hsa-mir-452,HDAC1/HDAC3/EP300,H3K9ac/H3K14ac,UP,22459148,,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
mirnet-hsaepi-1234,MI0000461,hsa-mir-145,DNMTs,DNA Methylation,DOWN,22486352,4-Oct,human skin keratinocytes,"D006801,D012867,D015603,T016",,Integumentary System,skin keratinocytes,human
mirnet-hsaepi-1235,MIMAT0000422,hsa-mir-124-3p,,DNA Methylation,DOWN,22541098,,leukemia or myelodysplastic syndrome,"D007938,D009190","DOID_0050908,DOID_1240","Cancer, Congenital/Hereditary Conditions, Hematopoietic & Lymphatic Conditions, Syndrome",leukemia or myelodysplastic syndrome,
mirnet-hsaepi-1236,MIMAT0000434,hsa-mir-142-3p,,DNA Methylation,DOWN,22549634,SAP/CD84/IL-10,systemic lupus erythematosus,D008180,DOID_9074,"Immune and Autoimmune Conditions, Other/Unclassified/Multisystem",systemic lupus erythematosus,
mirnet-hsaepi-1237,MIMAT0000433,hsa-mir-142-5p,,DNA Methylation,DOWN,22549634,SAP/CD84/IL-10,systemic lupus erythematosus,D008180,DOID_9074,"Immune and Autoimmune Conditions, Other/Unclassified/Multisystem",systemic lupus erythematosus,
mirnet-hsaepi-1238,MIMAT0000434,hsa-mir-142-3p,,H3K27me3,DOWN,22549634,SAP/CD84/IL-10,systemic lupus erythematosus,D008180,DOID_9074,"Immune and Autoimmune Conditions, Other/Unclassified/Multisystem",systemic lupus erythematosus,
mirnet-hsaepi-1239,MIMAT0000433,hsa-mir-142-5p,,H3K27me3,DOWN,22549634,SAP/CD84/IL-10,systemic lupus erythematosus,D008180,DOID_9074,"Immune and Autoimmune Conditions, Other/Unclassified/Multisystem",systemic lupus erythematosus,
