miRNet_id,miRBase_acc,miRNA_ID,TF_gene,TF_gene_entrez,TF_gene_embl,TF_action_type,PMID
miRNet-hsatf-1246,MI0000071,hsa-mir-17,NANOG,79923,ENSG00000111704,Activation,25392304
miRNet-hsatf-1247,MI0000072,hsa-mir-18a,NANOG,79923,ENSG00000111704,Activation,25392304
miRNet-hsatf-1248,MI0000073,hsa-mir-19a,NANOG,79923,ENSG00000111704,Activation,25392304
miRNet-hsatf-1249,MI0000074,hsa-mir-19b-1,NANOG,79923,ENSG00000111704,Activation,25392304
miRNet-hsatf-1250,MI0000076,hsa-mir-20a,NANOG,79923,ENSG00000111704,Activation,25392304
miRNet-hsatf-1251,MI0000738,hsa-mir-302a,NANOG,79923,ENSG00000111704,Activation(feedback),24040406
miRNet-hsatf-1252,MI0000772,hsa-mir-302b,NANOG,79923,ENSG00000111704,Activation,24040406
miRNet-hsatf-1253,MI0000773,hsa-mir-302c,NANOG,79923,ENSG00000111704,Activation,24040406
miRNet-hsatf-1254,MI0000774,hsa-mir-302d,NANOG,79923,ENSG00000111704,Activation,24040406
miRNet-hsatf-1255,MI0000775,hsa-mir-367,NANOG,79923,ENSG00000111704,Activation,24040406
miRNet-hsatf-1256,MI0000093,hsa-mir-92a-1,NANOG,79923,ENSG00000111704,Activation,25392304
miRNet-hsatf-1257,MI0000442,hsa-mir-122,NCOR1,9611,ENSG00000141027,Repression,23703729
miRNet-hsatf-1258,MI0000650,hsa-mir-200c,NCOR1,9611,ENSG00000141027,Repression,25791170
miRNet-hsatf-1259,MI0000255,hsa-mir-30d,NCOR1,9611,ENSG00000141027,Repression(feedback),26432290
miRNet-hsatf-1260,MI0000442,hsa-mir-122,NCOR2,9612,ENSG00000196498,Repression,23703729
miRNet-hsatf-1261,MI0000293,hsa-mir-217,NF1,4763,ENSG00000196712,Activation,25703328
miRNet-hsatf-1262,MI0000469,hsa-mir-125a,NFATC1,4772,ENSG00000131196,Repression,24360988
miRNet-hsatf-1263,MI0005566,hsa-mir-374b,NFATC1,4772,ENSG00000131196,Activation,24335970
miRNet-hsatf-1264,MI0000466,hsa-mir-9-1,NFATC1,4772,ENSG00000131196,Activation,24335970
miRNet-hsatf-1265,MI0000282,hsa-mir-199b,NFATC3,4775,ENSG00000072736,Activation,21102440
miRNet-hsatf-1266,MI0000079,hsa-mir-23a,NFATC3,4775,ENSG00000072736,Activation(feedback),19574461
miRNet-hsatf-1267,MI0000079,hsa-mir-23a,NFATC3,4775,ENSG00000072736,Activation(feedback),23929433
miRNet-hsatf-1268,MI0000081,hsa-mir-24-2,NFATC3,4775,ENSG00000072736,Activation(feedback),19574461
miRNet-hsatf-1269,MI0000083,hsa-mir-26a-1,NFATC3,4775,ENSG00000072736,Repression,23543060
miRNet-hsatf-1270,MI0000750,hsa-mir-26a-2,NFATC3,4775,ENSG00000072736,Repression,23543060
miRNet-hsatf-1271,MI0000084,hsa-mir-26b,NFATC3,4775,ENSG00000072736,Repression,23543060
miRNet-hsatf-1272,MI0000085,hsa-mir-27a,NFATC3,4775,ENSG00000072736,Activation,19574461
miRNet-hsatf-1273,MI0001150,hsa-mir-196b,NFE2,4778,ENSG00000123405,Activation,24608802
miRNet-hsatf-1274,MI0001445,hsa-mir-423,NFE2,4778,ENSG00000123405,Activation,28411267
miRNet-hsatf-1275,MI0000734,hsa-mir-106b,NFE2L2,4780,ENSG00000116044,Repression(feedback),22739985
miRNet-hsatf-1276,MI0006340,hsa-mir-1207,NFE2L2,4780,ENSG00000116044,Regulation,22581777
miRNet-hsatf-1277,MI0000446,hsa-mir-125b-1,NFE2L2,4780,ENSG00000116044,Activation(feedback),24176857
miRNet-hsatf-1278,MI0000446,hsa-mir-125b-1,NFE2L2,4780,ENSG00000116044,Activation(feedback),25323587
miRNet-hsatf-1279,MI0000470,hsa-mir-125b-2,NFE2L2,4780,ENSG00000116044,Activation(feedback),24176857
miRNet-hsatf-1280,MI0000471,hsa-mir-126,NFE2L2,4780,ENSG00000116044,Activation,26826707
miRNet-hsatf-1281,MI0000456,hsa-mir-140,NFE2L2,4780,ENSG00000116044,Activation,26300493
miRNet-hsatf-1282,MI0000477,hsa-mir-146a,NFE2L2,4780,ENSG00000116044,Activation,25623956
miRNet-hsatf-1283,MI0000271,hsa-mir-181c,NFE2L2,4780,ENSG00000116044,Regulation,22581777
miRNet-hsatf-1284,MI0003137,hsa-mir-193b,NFE2L2,4780,ENSG00000116044,Regulation,22581777
miRNet-hsatf-1285,MI0000650,hsa-mir-200c,NFE2L2,4780,ENSG00000116044,Regulation,22581777
miRNet-hsatf-1286,MI0000490,hsa-mir-206,NFE2L2,4780,ENSG00000116044,Repression,23921124
miRNet-hsatf-1287,MI0000290,hsa-mir-214,NFE2L2,4780,ENSG00000116044,Repression,26791102
miRNet-hsatf-1288,MI0000082,hsa-mir-25,NFE2L2,4780,ENSG00000116044,Repression(feedback),22739985
miRNet-hsatf-1289,MI0000087,hsa-mir-29a,NFE2L2,4780,ENSG00000116044,Activation,25283360
miRNet-hsatf-1290,MI0000105,hsa-mir-29b-1,NFE2L2,4780,ENSG00000116044,Repression,22581777
miRNet-hsatf-1291,MI0000105,hsa-mir-29b-1,NFE2L2,4780,ENSG00000116044,Activation,25283360
miRNet-hsatf-1292,MI0000105,hsa-mir-29b-1,NFE2L2,4780,ENSG00000116044,Repression,25323587
miRNet-hsatf-1293,MI0000107,hsa-mir-29b-2,NFE2L2,4780,ENSG00000116044,Activation,25283360
miRNet-hsatf-1294,MI0000735,hsa-mir-29c,NFE2L2,4780,ENSG00000116044,Activation,25283360
miRNet-hsatf-1295,MI0000090,hsa-mir-32,NFE2L2,4780,ENSG00000116044,Regulation(feedback),22581777
miRNet-hsatf-1296,MI0000767,hsa-mir-365a,NFE2L2,4780,ENSG00000116044,Regulation(feedback),22581777
miRNet-hsatf-1297,MI0003600,hsa-mir-550a-1,NFE2L2,4780,ENSG00000116044,Regulation,22581777
miRNet-hsatf-1298,MI0003604,hsa-mir-592,NFE2L2,4780,ENSG00000116044,Regulation,22581777
miRNet-hsatf-1299,MI0003631,hsa-mir-617,NFE2L2,4780,ENSG00000116044,Regulation,22581777
miRNet-hsatf-1300,MI0000095,hsa-mir-93,NFE2L2,4780,ENSG00000116044,Repression(feedback),22739985
miRNet-hsatf-1301,MI0000300,hsa-mir-223,NFIA,4774,ENSG00000162599,Repression(feedback),10831836
miRNet-hsatf-1302,MI0000300,hsa-mir-223,NFIA,4774,ENSG00000162599,Regulation(feedback),16325577
miRNet-hsatf-1303,MI0000077,hsa-mir-21,NFIB,4781,ENSG00000147862,Repression(feedback),18384814
miRNet-hsatf-1304,MI0000062,hsa-let-7a-3,NFKB1,4790,ENSG00000109320,Activation,22348059
miRNet-hsatf-1305,MI0000063,hsa-let-7b,NFKB1,4790,ENSG00000109320,Activation,22348059
miRNet-hsatf-1306,MI0000102,hsa-mir-100,NFKB1,4790,ENSG00000109320,Activation,26080425
miRNet-hsatf-1307,MI0000267,hsa-mir-10b,NFKB1,4790,ENSG00000109320,Repression,22286762
miRNet-hsatf-1308,MI0000446,hsa-mir-125b-1,NFKB1,4790,ENSG00000109320,Activation,24418602
miRNet-hsatf-1309,MI0000472,hsa-mir-127,NFKB1,4790,ENSG00000109320,Activation,27869168
miRNet-hsatf-1310,MI0006416,hsa-mir-1276,NFKB1,4790,ENSG00000109320,Repression,24418602
miRNet-hsatf-1311,MI0006348,hsa-mir-1286,NFKB1,4790,ENSG00000109320,Activation,24418602
miRNet-hsatf-1312,MI0000448,hsa-mir-130a,NFKB1,4790,ENSG00000109320,Activation(feedback),24885472
miRNet-hsatf-1313,MI0000448,hsa-mir-130a,NFKB1,4790,ENSG00000109320,Activation(feedback),27040383
miRNet-hsatf-1314,MI0000475,hsa-mir-136,NFKB1,4790,ENSG00000109320,Activation,26329426
miRNet-hsatf-1315,MI0000477,hsa-mir-146a,NFKB1,4790,ENSG00000109320,Activation(feedback),19021527
miRNet-hsatf-1316,MI0000477,hsa-mir-146a,NFKB1,4790,ENSG00000109320,Activation(feedback),20061417
miRNet-hsatf-1317,MI0000477,hsa-mir-146a,NFKB1,4790,ENSG00000109320,Regulation(feedback),22927641
miRNet-hsatf-1318,MI0000477,hsa-mir-146a,NFKB1,4790,ENSG00000109320,Activation(feedback),24107356
miRNet-hsatf-1319,MI0000477,hsa-mir-146a,NFKB1,4790,ENSG00000109320,Activation(feedback),24985472
miRNet-hsatf-1320,MI0003129,hsa-mir-146b,NFKB1,4790,ENSG00000109320,Activation(feedback),24985472
miRNet-hsatf-1321,MI0000253,hsa-mir-148a,NFKB1,4790,ENSG00000109320,Activation(feedback),25971746
miRNet-hsatf-1322,MI0000479,hsa-mir-150,NFKB1,4790,ENSG00000109320,Activation,26935950
miRNet-hsatf-1323,MI0000681,hsa-mir-155,NFKB1,4790,ENSG00000109320,Activation(feedback),17911593
miRNet-hsatf-1324,MI0000681,hsa-mir-155,NFKB1,4790,ENSG00000109320,Activation(feedback),18940871
miRNet-hsatf-1325,MI0000681,hsa-mir-155,NFKB1,4790,ENSG00000109320,Activation(feedback),24059932
miRNet-hsatf-1326,MI0000681,hsa-mir-155,NFKB1,4790,ENSG00000109320,Activation(feedback),26899994
miRNet-hsatf-1327,MI0000681,hsa-mir-155,NFKB1,4790,ENSG00000109320,Activation(feedback),28087411
miRNet-hsatf-1328,MI0000071,hsa-mir-17,NFKB1,4790,ENSG00000109320,Repression,22286762
miRNet-hsatf-1329,MI0008329,hsa-mir-1908,NFKB1,4790,ENSG00000109320,Repression,26349979
miRNet-hsatf-1330,MI0008329,hsa-mir-1908,NFKB1,4790,ENSG00000109320,Activation,28039456
miRNet-hsatf-1331,MI0000281,hsa-mir-199a-2,NFKB1,4790,ENSG00000109320,Repression(feedback),22359598
miRNet-hsatf-1332,MI0000737,hsa-mir-200a,NFKB1,4790,ENSG00000109320,Activation,23565224
miRNet-hsatf-1333,MI0000342,hsa-mir-200b,NFKB1,4790,ENSG00000109320,Activation,23565224
miRNet-hsatf-1334,MI0000077,hsa-mir-21,NFKB1,4790,ENSG00000109320,Regulation,21081469
miRNet-hsatf-1335,MI0000077,hsa-mir-21,NFKB1,4790,ENSG00000109320,Activation,21555366
miRNet-hsatf-1336,MI0000077,hsa-mir-21,NFKB1,4790,ENSG00000109320,Repression,22286762
miRNet-hsatf-1337,MI0000077,hsa-mir-21,NFKB1,4790,ENSG00000109320,Activation,25799148
miRNet-hsatf-1338,MI0000077,hsa-mir-21,NFKB1,4790,ENSG00000109320,Activation,26080425
miRNet-hsatf-1339,MI0000286,hsa-mir-210,NFKB1,4790,ENSG00000109320,Activation,25341039
miRNet-hsatf-1340,MI0000286,hsa-mir-210,NFKB1,4790,ENSG00000109320,Activation,25833255
miRNet-hsatf-1341,MI0000290,hsa-mir-214,NFKB1,4790,ENSG00000109320,Repression,22359598
miRNet-hsatf-1342,MI0000296,hsa-mir-219a-1,NFKB1,4790,ENSG00000109320,Repression,24418602
miRNet-hsatf-1343,MI0000301,hsa-mir-224,NFKB1,4790,ENSG00000109320,Activation,22178270
miRNet-hsatf-1344,MI0000439,hsa-mir-23b,NFKB1,4790,ENSG00000109320,Repression,22660635
miRNet-hsatf-1345,MI0000080,hsa-mir-24-1,NFKB1,4790,ENSG00000109320,Repression,22660635
miRNet-hsatf-1346,MI0017432,hsa-mir-2467,NFKB1,4790,ENSG00000109320,Activation,24418602
miRNet-hsatf-1347,MI0000440,hsa-mir-27b,NFKB1,4790,ENSG00000109320,Repression,22660635
miRNet-hsatf-1348,MI0013083,hsa-mir-2909,NFKB1,4790,ENSG00000109320,Activation,23562784
miRNet-hsatf-1349,MI0000087,hsa-mir-29a,NFKB1,4790,ENSG00000109320,Repression,18977326
miRNet-hsatf-1350,MI0000087,hsa-mir-29a,NFKB1,4790,ENSG00000109320,Repression,20564213
miRNet-hsatf-1351,MI0000105,hsa-mir-29b-1,NFKB1,4790,ENSG00000109320,Repression,20564213
miRNet-hsatf-1352,MI0000735,hsa-mir-29c,NFKB1,4790,ENSG00000109320,Repression,18977326
miRNet-hsatf-1353,MI0000745,hsa-mir-301a,NFKB1,4790,ENSG00000109320,Activation(feedback),21113131
miRNet-hsatf-1354,MI0000441,hsa-mir-30b,NFKB1,4790,ENSG00000109320,Repression,24418602
miRNet-hsatf-1355,MI0000254,hsa-mir-30c-2,NFKB1,4790,ENSG00000109320,Activation,22431749
miRNet-hsatf-1356,MI0014249,hsa-mir-3200,NFKB1,4790,ENSG00000109320,Repression,24418602
miRNet-hsatf-1357,MI0000802,hsa-mir-340,NFKB1,4790,ENSG00000109320,Repression,24418602
miRNet-hsatf-1358,MI0000268,hsa-mir-34a,NFKB1,4790,ENSG00000109320,Activation(feedback),22292433
miRNet-hsatf-1359,MI0016011,hsa-mir-3620,NFKB1,4790,ENSG00000109320,Repression,24418602
miRNet-hsatf-1360,MI0001446,hsa-mir-424,NFKB1,4790,ENSG00000109320,Repression,23724129
miRNet-hsatf-1361,MI0001448,hsa-mir-425,NFKB1,4790,ENSG00000109320,Activation,24571667
miRNet-hsatf-1362,MI0001448,hsa-mir-425,NFKB1,4790,ENSG00000109320,Activation,25154996
miRNet-hsatf-1363,MI0001641,hsa-mir-429,NFKB1,4790,ENSG00000109320,Activation,23565224
miRNet-hsatf-1364,MI0016800,hsa-mir-4454,NFKB1,4790,ENSG00000109320,Activation,24418602
miRNet-hsatf-1365,MI0001637,hsa-mir-448,NFKB1,4790,ENSG00000109320,Repression,20798686
miRNet-hsatf-1366,MI0016846,hsa-mir-4485,NFKB1,4790,ENSG00000109320,Repression,24418602
miRNet-hsatf-1367,MI0003823,hsa-mir-449c,NFKB1,4790,ENSG00000109320,Activation,24418602
miRNet-hsatf-1368,MI0003134,hsa-mir-494,NFKB1,4790,ENSG00000109320,Activation,23646886
miRNet-hsatf-1369,MI0003186,hsa-mir-502,NFKB1,4790,ENSG00000109320,Activation,24418602
miRNet-hsatf-1370,MI0003188,hsa-mir-503,NFKB1,4790,ENSG00000109320,Repression,23724129
miRNet-hsatf-1371,MI0003193,hsa-mir-506,NFKB1,4790,ENSG00000109320,Repression,23717581
miRNet-hsatf-1372,MI0000466,hsa-mir-9-1,NFKB1,4790,ENSG00000109320,Activation(feedback),25149473
miRNet-hsatf-1373,MI0000298,hsa-mir-221,NFKB2,4791,ENSG00000077150,Activation,26455434
miRNet-hsatf-1374,MI0000091,hsa-mir-33a,NFYA,4800,ENSG00000001167,Repression,27199118
miRNet-hsatf-1375,MI0000090,hsa-mir-32,NKX2-1,7080,ENSG00000136352,Activation,23625920
miRNet-hsatf-1376,MI0000091,hsa-mir-33a,NKX2-1,7080,ENSG00000136352,Activation,23625920
miRNet-hsatf-1377,MI0000459,hsa-mir-143,NKX2-5,1482,ENSG00000183072,Activation,21505201
miRNet-hsatf-1378,MI0000461,hsa-mir-145,NKX2-5,1482,ENSG00000183072,Activation,21505201
miRNet-hsatf-1379,MI0000071,hsa-mir-17,NKX2-5,1482,ENSG00000183072,Activation,19148830
miRNet-hsatf-1380,MI0000072,hsa-mir-18a,NKX2-5,1482,ENSG00000183072,Activation,19148830
miRNet-hsatf-1381,MI0000073,hsa-mir-19a,NKX2-5,1482,ENSG00000183072,Activation,19148830
miRNet-hsatf-1382,MI0000076,hsa-mir-20a,NKX2-5,1482,ENSG00000183072,Activation,19148830
miRNet-hsatf-1383,MI0000300,hsa-mir-223,NOTCH1,4851,ENSG00000148400,Activation,24727676
miRNet-hsatf-1384,MI0000300,hsa-mir-223,NOTCH3,4854,ENSG00000074181,Activation,24727676
miRNet-hsatf-1385,MI0000459,hsa-mir-143,NR1H2,7376,ENSG00000131408,Activation,26311719
miRNet-hsatf-1386,MI0000461,hsa-mir-145,NR1H2,7376,ENSG00000131408,Activation,26311719
miRNet-hsatf-1387,MI0000448,hsa-mir-130a,NR1H3,10062,ENSG00000025434,Activation,26669941
miRNet-hsatf-1388,MI0000490,hsa-mir-206,NR1H3,10062,ENSG00000025434,Repression(feedback),24603323
miRNet-hsatf-1389,MI0000442,hsa-mir-122,NR1H4,9971,ENSG00000012504,Activation,26302777
miRNet-hsatf-1390,MI0000460,hsa-mir-144,NR1H4,9971,ENSG00000012504,Activation,23519696
miRNet-hsatf-1391,MI0000087,hsa-mir-29a,NR1H4,9971,ENSG00000012504,Activation,21511916
miRNet-hsatf-1392,MI0000268,hsa-mir-34a,NR1H4,9971,ENSG00000012504,Repression,20185821
miRNet-hsatf-1393,MI0000268,hsa-mir-34a,NR1H4,9971,ENSG00000012504,Regulation,20689156
miRNet-hsatf-1394,MI0000454,hsa-mir-137,NR2E1,7101,ENSG00000112333,Repression,26965827
miRNet-hsatf-1395,MI0000483,hsa-mir-186,NR3C2,4306,ENSG00000151623,Activation,26082033
miRNet-hsatf-1396,MI0000814,hsa-mir-338,NR3C2,4306,ENSG00000151623,Activation,26082033
miRNet-hsatf-1397,MI0000097,hsa-mir-95,NR3C2,4306,ENSG00000151623,Activation,26082033
miRNet-hsatf-1398,MI0000650,hsa-mir-200c,NR5A2,2494,ENSG00000116833,Activation(feedback),22100809
miRNet-hsatf-1399,MI0000470,hsa-mir-125b-2,NSUN2,54888,ENSG00000037474,Repression,25047833
miRNet-hsatf-1400,MI0000470,hsa-mir-125b-2,OGG1,4968,ENSG00000114026,Activation,25728837
miRNet-hsatf-1401,MI0000822,hsa-mir-133b,OGG1,4968,ENSG00000114026,Activation,25728837
miRNet-hsatf-1402,MI0000442,hsa-mir-122,ONECUT1,3175,ENSG00000169856,Activation,26825606
miRNet-hsatf-1403,MI0000460,hsa-mir-144,PAX4,5078,ENSG00000106331,Repression,25151965
miRNet-hsatf-1404,MI0000069,hsa-mir-15a,PAX5,5079,ENSG00000196092,Repression,23995789
miRNet-hsatf-1405,MI0000070,hsa-mir-16-1,PAX5,5079,ENSG00000196092,Repression,23995789
miRNet-hsatf-1406,MI0003663,hsa-mir-648,PAX5,5079,ENSG00000196092,Activation,25403488
miRNet-hsatf-1407,MI0000810,hsa-mir-135b,PAX6,5080,ENSG00000007372,Activation,24802670
miRNet-hsatf-1408,MI0003129,hsa-mir-146b,PAX8,7849,ENSG00000125618,Activation(feedback),26282166
miRNet-hsatf-1409,MI0001150,hsa-mir-196b,PBX1,5087,ENSG00000185630,Activation,24334453
miRNet-hsatf-1410,MI0000077,hsa-mir-21,PBX1,5087,ENSG00000185630,Activation(feedback),24334453
miRNet-hsatf-1411,MI0000298,hsa-mir-221,PBX2,5089,ENSG00000204304,Activation,23400877
miRNet-hsatf-1412,MI0000298,hsa-mir-221,PBX2,5089,ENSG00000236353,Activation,23400877
miRNet-hsatf-1413,MI0000298,hsa-mir-221,PBX2,5089,ENSG00000206315,Activation,23400877
miRNet-hsatf-1414,MI0000298,hsa-mir-221,PBX2,5089,ENSG00000237344,Activation,23400877
miRNet-hsatf-1415,MI0000298,hsa-mir-221,PBX2,5089,ENSG00000232005,Activation,23400877
miRNet-hsatf-1416,MI0000298,hsa-mir-221,PBX2,5089,ENSG00000225987,Activation,23400877
miRNet-hsatf-1417,MI0000298,hsa-mir-221,PBX2,5089,ENSG00000224952,Activation,23400877
miRNet-hsatf-1418,MI0000299,hsa-mir-222,PBX2,5089,ENSG00000204304,Activation,23400877
miRNet-hsatf-1419,MI0000299,hsa-mir-222,PBX2,5089,ENSG00000236353,Activation,23400877
miRNet-hsatf-1420,MI0000299,hsa-mir-222,PBX2,5089,ENSG00000206315,Activation,23400877
miRNet-hsatf-1421,MI0000299,hsa-mir-222,PBX2,5089,ENSG00000237344,Activation,23400877
miRNet-hsatf-1422,MI0000299,hsa-mir-222,PBX2,5089,ENSG00000232005,Activation,23400877
miRNet-hsatf-1423,MI0000299,hsa-mir-222,PBX2,5089,ENSG00000225987,Activation,23400877
miRNet-hsatf-1424,MI0000299,hsa-mir-222,PBX2,5089,ENSG00000224952,Activation,23400877
miRNet-hsatf-1425,MI0000285,hsa-mir-205,PCGF2,7703,ENSG00000277258,Activation,23474752
miRNet-hsatf-1426,MI0000285,hsa-mir-205,PCGF2,7703,ENSG00000278644,Activation,23474752
miRNet-hsatf-1427,MI0000267,hsa-mir-10b,PDLIM7,9260,ENSG00000196923,Activation,20732742
miRNet-hsatf-1428,MI0000457,hsa-mir-141,PELP1,27043,ENSG00000141456,Repression(feedback),23975430
miRNet-hsatf-1429,MI0000737,hsa-mir-200a,PELP1,27043,ENSG00000141456,Repression,23975430
miRNet-hsatf-1430,MI0000342,hsa-mir-200b,PELP1,27043,ENSG00000141456,Repression,23975430
miRNet-hsatf-1431,MI0000650,hsa-mir-200c,PELP1,27043,ENSG00000141456,Repression,23975430
miRNet-hsatf-1432,MI0001641,hsa-mir-429,PELP1,27043,ENSG00000141456,Repression,23975430
miRNet-hsatf-1433,MI0000071,hsa-mir-17,PIM1,5292,ENSG00000137193,Activation(feedback),23749113
miRNet-hsatf-1434,MI0000072,hsa-mir-18a,PIM1,5292,ENSG00000137193,Activation,23749113
miRNet-hsatf-1435,MI0000073,hsa-mir-19a,PIM1,5292,ENSG00000137193,Activation,23749113
miRNet-hsatf-1436,MI0000074,hsa-mir-19b-1,PIM1,5292,ENSG00000137193,Activation,23749113
miRNet-hsatf-1437,MI0000076,hsa-mir-20a,PIM1,5292,ENSG00000137193,Activation,23749113
miRNet-hsatf-1438,MI0000093,hsa-mir-92a-1,PIM1,5292,ENSG00000137193,Activation,23749113
miRNet-hsatf-1439,MI0000285,hsa-mir-205,PKM,5315,ENSG00000067225,Repression,26183399
miRNet-hsatf-1440,MI0000457,hsa-mir-141,PLK1,5347,ENSG00000166851,Repression,25505268
miRNet-hsatf-1441,MI0000650,hsa-mir-200c,PLK1,5347,ENSG00000166851,Repression,25505268
miRNet-hsatf-1442,MI0000433,hsa-let-7g,POU2F1,5451,ENSG00000143190,Activation(feedback),22135361
miRNet-hsatf-1443,MI0003686,hsa-mir-542,POU2F1,5451,ENSG00000143190,Activation,26272182
miRNet-hsatf-1444,MI0000240,hsa-mir-198,POU2F2,5452,ENSG00000028277,Repression,23989979
miRNet-hsatf-1445,MI0006381,hsa-mir-1246,POU5F1,5460,ENSG00000204531,Activation,27639189
miRNet-hsatf-1446,MI0006381,hsa-mir-1246,POU5F1,5460,ENSG00000237582,Activation,27639189
miRNet-hsatf-1447,MI0006381,hsa-mir-1246,POU5F1,5460,ENSG00000233911,Activation,27639189
miRNet-hsatf-1448,MI0006381,hsa-mir-1246,POU5F1,5460,ENSG00000235068,Activation,27639189
miRNet-hsatf-1449,MI0006381,hsa-mir-1246,POU5F1,5460,ENSG00000206454,Activation,27639189
miRNet-hsatf-1450,MI0006381,hsa-mir-1246,POU5F1,5460,ENSG00000229094,Activation,27639189
miRNet-hsatf-1451,MI0006381,hsa-mir-1246,POU5F1,5460,ENSG00000230336,Activation,27639189
miRNet-hsatf-1452,MI0000446,hsa-mir-125b-1,POU5F1,5460,ENSG00000204531,Activation,23928699
miRNet-hsatf-1453,MI0000446,hsa-mir-125b-1,POU5F1,5460,ENSG00000237582,Activation,23928699
miRNet-hsatf-1454,MI0000446,hsa-mir-125b-1,POU5F1,5460,ENSG00000233911,Activation,23928699
miRNet-hsatf-1455,MI0000446,hsa-mir-125b-1,POU5F1,5460,ENSG00000235068,Activation,23928699
miRNet-hsatf-1456,MI0000446,hsa-mir-125b-1,POU5F1,5460,ENSG00000206454,Activation,23928699
miRNet-hsatf-1457,MI0000446,hsa-mir-125b-1,POU5F1,5460,ENSG00000229094,Activation,23928699
miRNet-hsatf-1458,MI0000446,hsa-mir-125b-1,POU5F1,5460,ENSG00000230336,Activation,23928699
miRNet-hsatf-1459,MI0000448,hsa-mir-130a,POU5F1,5460,ENSG00000204531,Activation,24960162
miRNet-hsatf-1460,MI0000448,hsa-mir-130a,POU5F1,5460,ENSG00000237582,Activation,24960162
miRNet-hsatf-1461,MI0000448,hsa-mir-130a,POU5F1,5460,ENSG00000233911,Activation,24960162
miRNet-hsatf-1462,MI0000448,hsa-mir-130a,POU5F1,5460,ENSG00000235068,Activation,24960162
miRNet-hsatf-1463,MI0000448,hsa-mir-130a,POU5F1,5460,ENSG00000206454,Activation,24960162
miRNet-hsatf-1464,MI0000448,hsa-mir-130a,POU5F1,5460,ENSG00000229094,Activation,24960162
miRNet-hsatf-1465,MI0000448,hsa-mir-130a,POU5F1,5460,ENSG00000230336,Activation,24960162
miRNet-hsatf-1466,MI0000748,hsa-mir-130b,POU5F1,5460,ENSG00000204531,Activation,24960162
miRNet-hsatf-1467,MI0000748,hsa-mir-130b,POU5F1,5460,ENSG00000237582,Activation,24960162
miRNet-hsatf-1468,MI0000748,hsa-mir-130b,POU5F1,5460,ENSG00000233911,Activation,24960162
miRNet-hsatf-1469,MI0000748,hsa-mir-130b,POU5F1,5460,ENSG00000235068,Activation,24960162
miRNet-hsatf-1470,MI0000748,hsa-mir-130b,POU5F1,5460,ENSG00000206454,Activation,24960162
miRNet-hsatf-1471,MI0000748,hsa-mir-130b,POU5F1,5460,ENSG00000229094,Activation,24960162
miRNet-hsatf-1472,MI0000748,hsa-mir-130b,POU5F1,5460,ENSG00000230336,Activation,24960162
miRNet-hsatf-1473,MI0000458,hsa-mir-142,POU5F1,5460,ENSG00000204531,Repression,23619912
miRNet-hsatf-1474,MI0000458,hsa-mir-142,POU5F1,5460,ENSG00000237582,Repression,23619912
miRNet-hsatf-1475,MI0000458,hsa-mir-142,POU5F1,5460,ENSG00000233911,Repression,23619912
miRNet-hsatf-1476,MI0000458,hsa-mir-142,POU5F1,5460,ENSG00000235068,Repression,23619912
miRNet-hsatf-1477,MI0000458,hsa-mir-142,POU5F1,5460,ENSG00000206454,Repression,23619912
miRNet-hsatf-1478,MI0000458,hsa-mir-142,POU5F1,5460,ENSG00000229094,Repression,23619912
miRNet-hsatf-1479,MI0000458,hsa-mir-142,POU5F1,5460,ENSG00000230336,Repression,23619912
miRNet-hsatf-1480,MI0000461,hsa-mir-145,POU5F1,5460,ENSG00000204531,Repression(feedback),19409607
miRNet-hsatf-1481,MI0000461,hsa-mir-145,POU5F1,5460,ENSG00000237582,Repression(feedback),19409607
miRNet-hsatf-1482,MI0000461,hsa-mir-145,POU5F1,5460,ENSG00000233911,Repression(feedback),19409607
miRNet-hsatf-1483,MI0000461,hsa-mir-145,POU5F1,5460,ENSG00000235068,Repression(feedback),19409607
miRNet-hsatf-1484,MI0000461,hsa-mir-145,POU5F1,5460,ENSG00000206454,Repression(feedback),19409607
miRNet-hsatf-1485,MI0000461,hsa-mir-145,POU5F1,5460,ENSG00000229094,Repression(feedback),19409607
miRNet-hsatf-1486,MI0000461,hsa-mir-145,POU5F1,5460,ENSG00000230336,Repression(feedback),19409607
miRNet-hsatf-1487,MI0000745,hsa-mir-301a,POU5F1,5460,ENSG00000204531,Activation,24960162
miRNet-hsatf-1488,MI0000745,hsa-mir-301a,POU5F1,5460,ENSG00000237582,Activation,24960162
miRNet-hsatf-1489,MI0000745,hsa-mir-301a,POU5F1,5460,ENSG00000233911,Activation,24960162
miRNet-hsatf-1490,MI0000745,hsa-mir-301a,POU5F1,5460,ENSG00000235068,Activation,24960162
miRNet-hsatf-1491,MI0000745,hsa-mir-301a,POU5F1,5460,ENSG00000206454,Activation,24960162
miRNet-hsatf-1492,MI0000745,hsa-mir-301a,POU5F1,5460,ENSG00000229094,Activation,24960162
miRNet-hsatf-1493,MI0000745,hsa-mir-301a,POU5F1,5460,ENSG00000230336,Activation,24960162
miRNet-hsatf-1494,MI0005568,hsa-mir-301b,POU5F1,5460,ENSG00000204531,Activation,24960162
miRNet-hsatf-1495,MI0005568,hsa-mir-301b,POU5F1,5460,ENSG00000237582,Activation,24960162
