miRNet_id,miRBase_acc,miRNA_ID,Drug,CID,SMILES,Cell_line,PMID,miRNA_expression
mirnet-hsamol-1751,MIMAT0000617,hsa-mir-200c-3p,CDF,,,pancreatic cancer (gemcitabine-sensitive) BxPC-3 cells and gemcitabine-resistant MIAPaCa-E (relatively resistant to gemcitabine) and MIAPaCa-M (highly resistant to gemcitabine),20388782,UP
mirnet-hsamol-1752,MIMAT0000617,hsa-mir-200c-3p,CDF,,,pancreatic cancer cells,22108826,UP
mirnet-hsamol-1753,MIMAT0000617,hsa-mir-200c-3p,CDF and gemcitabine,,,pancreatic cancer (gemcitabine-sensitive) BxPC-3 cells and gemcitabine-resistant MIAPaCa-E (relatively resistant to gemcitabine) and MIAPaCa-M (highly resistant to gemcitabine),20388782,UP
mirnet-hsamol-1754,MIMAT0000617,hsa-mir-200c-3p,"1,3-bis-1-nitrosourea",,,Human umbilical vein endothelial cells,21527937,UP
mirnet-hsamol-1755,MIMAT0000617,hsa-mir-200c-3p,17beta-estradiol,450;5757;68570;154274;6328313;6603846;7061189;9811784;43912931;91740223,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O;CC12CCC3C(C1CC[C@@H]2O)CCC4=C3C=CC(=C4)O;C[C@@]12CC[C@@H]3[C@@H]([C@H]1CCC2O)CCC4=C3C=CC(=C4)O;C[C@@]12CC[C@H]3[C@H]([C@H]1CC[C@H]2O)CCC4=C3C=CC(=C4)O;C[C@]12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O;C[C@]12CC[C@H]3[C@@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O;C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2O)CCC4=C3C=CC(=C4)O;C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O;C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O.C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O.O;C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@H]2O)CCC4=C3C=CC(=C4)O,MCF-7 breast cancer cells,19528081,UP
mirnet-hsamol-1756,MIMAT0000617,hsa-mir-200c-3p,Hydrogen peroxide,784,OO,Human umbilical vein endothelial cells,21527937,UP
mirnet-hsamol-1757,MIMAT0000617,hsa-mir-200c-3p,Catechin,1203;9064;72276;73160;107957;24871278;160394426,C.C1[C@@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O;C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O;C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O.O;C1[C@@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O;C1[C@@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O.O;C1[C@H]([C@@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O;C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,WRL-68 Cells,22265967,UP
mirnet-hsamol-1758,MIMAT0000617,hsa-mir-200c-3p,DNA methyltransferases and 5-azacytidine,,,umbilical cord blood-derived multipotent stem cells(hUCB-MSCs),21572997,UP
mirnet-hsamol-1759,MIMAT0000617,hsa-mir-200c-3p,Glucose,5793;64689;79025;439353;439357;11105941;12444646,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O;C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O)O)O)O)O;C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O;C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O;C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)O)O)O)O;C([C@H]([C@@H]1[C@@H]([C@H](C(O1)O)O)O)O)O;C1=CC=C(C=C1)C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)O)O)O)O,endothelial cells,24394957,UP
mirnet-hsamol-1760,MIMAT0000617,hsa-mir-200c-3p,Curcumin,2889;969516,COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O;COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)OC)O,Y79 RB cells.,22510010,UP
mirnet-hsamol-1761,MIMAT0000617,hsa-mir-200c-3p,Hydroxamic acid HDACi LAQ824,,,breast cancer cell line SKBr3,16452179,UP
mirnet-hsamol-1762,MIMAT0000646,hsa-mir-155-5p,Arsenic trioxide,14888,[O-2].[O-2].[O-2].[As+3].[As+3],acute promyelocytic leukemia,22072212,UP
mirnet-hsamol-1763,MIMAT0000646,hsa-mir-155-5p,Curcumin,2889;969516,COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O;COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)OC)O,WRL-68 Cells,22265967,UP
mirnet-hsamol-1764,MIMAT0000646,hsa-mir-155-5p,Gemcitabine,3461;60749;60750;11054511,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F;C1=CN(C(=O)N=C1N)C2C([C@@H]([C@H](O2)CO)O)(F)F;C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F;C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F.Cl,pancreatic cancer,21738581,DOWN
mirnet-hsamol-1765,MIMAT0000646,hsa-mir-155-5p,Adrenaline,838;5816;5924;247704;45039139,CNCC(C1=CC(=C(C=C1)O)O)O;CNCC(C1=CC(=C(C=C1)O)O)O.Cl;CNC[C@@H](C1=CC(=C(C=C1)O)O)O;CNC[C@H](C1=CC(=C(C=C1)O)O)O;[2H]C([2H])([2H])NCC(C1=CC(=C(C=C1)O)O)O,colon cancer HT29 cells,23036199,UP
mirnet-hsamol-1766,MIMAT0000646,hsa-mir-155-5p,Aidi injection,,,human breast cancer cells,21563499,DOWN
mirnet-hsamol-1767,MIMAT0000646,hsa-mir-155-5p,Temozolomide,5394,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,glioblastoma cells.,22722712,UP
mirnet-hsamol-1768,MIMAT0000646,hsa-mir-155-5p,Trichostatin A,5562;444732;13507024,CC(C=C(C)C=CC(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C;C[C@@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C;C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C,apoptosis-resistant breast cancer cells,21971930,UP
mirnet-hsamol-1769,MIMAT0000646,hsa-mir-155-5p,Ginsenoside Rh2,119307;14081290;51340243;54580480;71463895;91668381;91758817;121488026;129316844;133109137;146156468;156620273;170924292;171039423,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)C)O)C)O)C;CC(=CCCC(C)([C@H]1CC[C@@]2(C1C(C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)OC5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)C)O)C)O)C;CC(=CCCC(C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O[C@@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)C)O)C)O)C;CC(=CCCC(C)([C@H]1CC[C@]2([C@H]1[C@H](CC3[C@]2(CCC4[C@@]3(CC[C@H](C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)C)O)C)O)C;CC(=CCC[C@@](C)(C1CC[C@@]2(C1C(CC3[C@]2(CCC4[C@@]3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)C)O)C)O)C;CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)C)O)C)O)C;CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O[C@@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)C)O)C)O)C;CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)C)O)C)O)C;CC(=CCC[C@@](C)([C@H]1CC[C@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O[C@@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)C)O)C)O)C;CC(=CCC[C@@](C)([C@H]1CC[C@]2([C@H]1[C@H](CC3[C@]2(CCC4[C@@]3(CC[C@H](C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)C)O)C)O)C;CC(=CCC[C@](C)(C1CC[C@@]2(C1C(CC3[C@]2(CCC4[C@@]3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)C)O)C)O)C;CC(=CCC[C@](C)([C@@H]1CC[C@@]2([C@@H]1[C@@H](CC3[C@@]2(CCC4[C@]3(CC[C@@H](C4(C)C)O[C@@H]5[C@H]([C@@H]([C@H]([C@@H](O5)CO)O)O)O)C)C)O)C)O)C;CC(=CCC[C@](C)([C@H]1CC[C@@]2(C1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)OC5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)C)O)C)O)C;CC(=CCC[C@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)C)O)C)O)C,human glioma cells U251,21372826,DOWN
mirnet-hsamol-1770,MIMAT0000646,hsa-mir-155-5p,Glucocorticoid,,,RAW264.7 cells,22326887,DOWN
mirnet-hsamol-1771,MIMAT0000646,hsa-mir-155-5p,Morphine,4253;5288826;5479215;6321225;16051935,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O;CN1CC[C@@]23[C@H]4[C@@H]1CC5=C2C(=C(C=C5)O)O[C@@H]3[C@@H](C=C4)O;CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O;CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O.CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O.O.O.O.O.O.OS(=O)(=O)O;CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O.CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O.OS(=O)(=O)O,human monocyte-derived macrophages (h-mdms) infection with HIV-1,20564181,UP
mirnet-hsamol-1772,MIMAT0000646,hsa-mir-155-5p,Glucocorticoid,,,Eosinophilic  esophagitis,22815788,UP
mirnet-hsamol-1773,MIMAT0000646,hsa-mir-155-5p,Bisphenol A,6623;90472135;92043868;101116266,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O;[2H]C1=C(C(=C(C(=C1C(C2=C(C(=C(C(=C2[2H])[2H])O)[2H])[2H])(C([2H])([2H])[2H])C([2H])([2H])[2H])[2H])[2H])O)[2H];[2H]C1=CC(=CC(=C1C(C)(C)C2=C(C=C(C=C2[2H])O)[2H])[2H])O;[2H]C1=CC(=CC(=C1O)[2H])C(C)(C)C2=CC(=C(C(=C2)[2H])O)[2H],immortalized cytotrophoblast cell lines HTR-8,20417706,UP
mirnet-hsamol-1774,MIMAT0000646,hsa-mir-155-5p,Medpor,,,osteoblast-like cells line (MG-63),18408260,UP
mirnet-hsamol-1775,MIMAT0000646,hsa-mir-155-5p,5-fluorouracil,3385;53837959,C1=C(C(=O)NC(=O)N1)F;[14CH]1=C(C(=O)NC(=O)N1)F,CNE cells,22614822,UP
mirnet-hsamol-1776,MIMAT0000646,hsa-mir-155-5p,Lithium,3028194,[Li],lymphoblastoid cell lines (LCLs),19254429,UP
mirnet-hsamol-1777,MIMAT0000646,hsa-mir-155-5p,5-aza-2'-deoxycytidine,16886;451668;688377;17757250;44144397;68012607,C1C(C(OC1N2C=NC(=NC2=O)N)CO)O;C1[C@@H](C(OC1N2C=NC(=NC2=O)N)CO)O;C1[C@@H]([C@H](OC1N2C=NC(=NC2=O)N)CO)O;C1[C@@H]([C@H](O[C@@H]1N2C=NC(=NC2=O)N)CO)O;C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O;C1[C@H](O[C@@H](C1O)CO)N2C=NC(=NC2=O)N,breast cancer SKBR3,22076154,UP
mirnet-hsamol-1778,MIMAT0000646,hsa-mir-155-5p,5-aza-2'-deoxycytidine,16886;451668;688377;17757250;44144397;68012607,C1C(C(OC1N2C=NC(=NC2=O)N)CO)O;C1[C@@H](C(OC1N2C=NC(=NC2=O)N)CO)O;C1[C@@H]([C@H](OC1N2C=NC(=NC2=O)N)CO)O;C1[C@@H]([C@H](O[C@@H]1N2C=NC(=NC2=O)N)CO)O;C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O;C1[C@H](O[C@@H](C1O)CO)N2C=NC(=NC2=O)N,breast cancer HB2,22076154,DOWN
mirnet-hsamol-1779,MIMAT0000646,hsa-mir-155-5p,Vorinostat,5311,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,A549 human non-small cell lung cancer cells,19513533,DOWN
mirnet-hsamol-1780,MIMAT0000646,hsa-mir-155-5p,5-aza-2'-deoxycytidine,16886;451668;688377;17757250;44144397;68012607,C1C(C(OC1N2C=NC(=NC2=O)N)CO)O;C1[C@@H](C(OC1N2C=NC(=NC2=O)N)CO)O;C1[C@@H]([C@H](OC1N2C=NC(=NC2=O)N)CO)O;C1[C@@H]([C@H](O[C@@H]1N2C=NC(=NC2=O)N)CO)O;C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O;C1[C@H](O[C@@H](C1O)CO)N2C=NC(=NC2=O)N,breast cancer HB2,22076154,UP
mirnet-hsamol-1781,MIMAT0000680,hsa-mir-106b-5p,5-fluorouracil,3385;53837959,C1=C(C(=O)NC(=O)N1)F;[14CH]1=C(C(=O)NC(=O)N1)F,HCT-8 colon cancer cell line,19956872,DOWN
mirnet-hsamol-1782,MIMAT0000680,hsa-mir-106b-5p,5-aza-2'-deoxycytidine,16886;451668;688377;17757250;44144397;68012607,C1C(C(OC1N2C=NC(=NC2=O)N)CO)O;C1[C@@H](C(OC1N2C=NC(=NC2=O)N)CO)O;C1[C@@H]([C@H](OC1N2C=NC(=NC2=O)N)CO)O;C1[C@@H]([C@H](O[C@@H]1N2C=NC(=NC2=O)N)CO)O;C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O;C1[C@H](O[C@@H](C1O)CO)N2C=NC(=NC2=O)N,breast cancer SKBR3,22076154,DOWN
mirnet-hsamol-1783,MIMAT0000680,hsa-mir-106b-5p,Vitamin D3,2735;6221;5280795;5283711;5353527;6432644;25127095,CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C;CC(C)CCCC(C)C1CCC\2C1(CCC/C2=C\C=C\3/CC(CCC3=C)O)C;CC(C)CCCC(C)C1CCC\2C1(CCC/C2=C\C=C\3/C[C@H](CCC3=C)O)C;C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CCCC2=CC=C3C[C@H](CCC3=C)O)C;C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C/C=C\3/C[C@H](CCC3=C)O)C;C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C;C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C\3/C[C@H](CCC3=C)O)C,Plasma,22594500,DOWN
mirnet-hsamol-1784,MIMAT0000680,hsa-mir-106b-5p,Hydroxamic acid HDACi LAQ824,,,breast cancer cell line SKBr3,16452179,DOWN
mirnet-hsamol-1785,MIMAT0000680,hsa-mir-106b-5p,Palmitic acid,985;134554;504166,CCCCCCCCCCCCCCCC(=O)O;CCCCCCCCCCCCCCCC(=O)[O-];[3H]C(CCCCCC)C([3H])CCCCCCCC(=O)O,Caco-2 cells,24623846,UP
mirnet-hsamol-1786,MIMAT0000680,hsa-mir-106b-5p,5-aza-2'-deoxycytidine,16886;451668;688377;17757250;44144397;68012607,C1C(C(OC1N2C=NC(=NC2=O)N)CO)O;C1[C@@H](C(OC1N2C=NC(=NC2=O)N)CO)O;C1[C@@H]([C@H](OC1N2C=NC(=NC2=O)N)CO)O;C1[C@@H]([C@H](O[C@@H]1N2C=NC(=NC2=O)N)CO)O;C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O;C1[C@H](O[C@@H](C1O)CO)N2C=NC(=NC2=O)N,breast cancer MDA-MB231,22076154,DOWN
mirnet-hsamol-1787,MIMAT0000680,hsa-mir-106b-5p,Trichostatin A,5562;444732;13507024,CC(C=C(C)C=CC(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C;C[C@@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C;C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C,endometrial cancer (EMC) cells,23028803,DOWN
mirnet-hsamol-1788,MIMAT0000680,hsa-mir-106b-5p,Formaldehyde,712,C=O,Human lung epithelial cells (A549),21147603,DOWN
mirnet-hsamol-1789,MIMAT0000680,hsa-mir-106b-5p,Ginsenoside Rh2,119307;14081290;51340243;54580480;71463895;91668381;91758817;121488026;129316844;133109137;146156468;156620273;170924292;171039423,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)C)O)C)O)C;CC(=CCCC(C)([C@H]1CC[C@@]2(C1C(C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)OC5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)C)O)C)O)C;CC(=CCCC(C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O[C@@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)C)O)C)O)C;CC(=CCCC(C)([C@H]1CC[C@]2([C@H]1[C@H](CC3[C@]2(CCC4[C@@]3(CC[C@H](C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)C)O)C)O)C;CC(=CCC[C@@](C)(C1CC[C@@]2(C1C(CC3[C@]2(CCC4[C@@]3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)C)O)C)O)C;CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)C)O)C)O)C;CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O[C@@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)C)O)C)O)C;CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)C)O)C)O)C;CC(=CCC[C@@](C)([C@H]1CC[C@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O[C@@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)C)O)C)O)C;CC(=CCC[C@@](C)([C@H]1CC[C@]2([C@H]1[C@H](CC3[C@]2(CCC4[C@@]3(CC[C@H](C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)C)O)C)O)C;CC(=CCC[C@](C)(C1CC[C@@]2(C1C(CC3[C@]2(CCC4[C@@]3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)C)O)C)O)C;CC(=CCC[C@](C)([C@@H]1CC[C@@]2([C@@H]1[C@@H](CC3[C@@]2(CCC4[C@]3(CC[C@@H](C4(C)C)O[C@@H]5[C@H]([C@@H]([C@H]([C@@H](O5)CO)O)O)O)C)C)O)C)O)C;CC(=CCC[C@](C)([C@H]1CC[C@@]2(C1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)OC5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)C)O)C)O)C;CC(=CCC[C@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)C)O)C)O)C,human glioma cells U251,21372826,UP
mirnet-hsamol-1790,MIMAT0000680,hsa-mir-106b-5p,Bisphenol A,6623;90472135;92043868;101116266,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O;[2H]C1=C(C(=C(C(=C1C(C2=C(C(=C(C(=C2[2H])[2H])O)[2H])[2H])(C([2H])([2H])[2H])C([2H])([2H])[2H])[2H])[2H])O)[2H];[2H]C1=CC(=CC(=C1C(C)(C)C2=C(C=C(C=C2[2H])O)[2H])[2H])O;[2H]C1=CC(=CC(=C1O)[2H])C(C)(C)C2=CC(=C(C(=C2)[2H])O)[2H],immortalized cytotrophoblast cell lines HTR-8,20417706,UP
mirnet-hsamol-1791,MIMAT0000680,hsa-mir-106b-5p,5-aza-2'-deoxycytidine,16886;451668;688377;17757250;44144397;68012607,C1C(C(OC1N2C=NC(=NC2=O)N)CO)O;C1[C@@H](C(OC1N2C=NC(=NC2=O)N)CO)O;C1[C@@H]([C@H](OC1N2C=NC(=NC2=O)N)CO)O;C1[C@@H]([C@H](O[C@@H]1N2C=NC(=NC2=O)N)CO)O;C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O;C1[C@H](O[C@@H](C1O)CO)N2C=NC(=NC2=O)N,breast cancer HB2,22076154,DOWN
mirnet-hsamol-1792,MIMAT0000680,hsa-mir-106b-5p,Diethylstilbestrol,3054;448537;688057,CC/C(=C(/CC)\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O;CC/C(=C(\CC)/C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O;CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,mammosphere-derived epithelial cells (MDEC),19549897,DOWN
mirnet-hsamol-1793,MIMAT0000681,hsa-mir-29c-3p,Glucocorticoid,,,Eosinophilic  esophagitis,22815788,UP
mirnet-hsamol-1794,MIMAT0000681,hsa-mir-29c-3p,Progesterone,5994;1807214;6603959;12303982;12303990;163196495,CC(=O)[C@@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C;CC(=O)[C@@H]1CC[C@H]2[C@]1(CC[C@@H]3[C@@H]2CCC4=CC(=O)CC[C@@]34C)C;CC(=O)[C@@H]1CC[C@H]2[C@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@@]34C)C;CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C;CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=[13CH][13C](=O)CC[C@]34C)C;CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=[13CH][13C](=O)[13CH2]C[C@]34C)C,Breast cancer,22330642,DOWN
mirnet-hsamol-1795,MIMAT0000681,hsa-mir-29c-3p,Progesterone,5994;1807214;6603959;12303982;12303990;163196495,CC(=O)[C@@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C;CC(=O)[C@@H]1CC[C@H]2[C@]1(CC[C@@H]3[C@@H]2CCC4=CC(=O)CC[C@@]34C)C;CC(=O)[C@@H]1CC[C@H]2[C@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@@]34C)C;CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C;CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=[13CH][13C](=O)CC[C@]34C)C;CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=[13CH][13C](=O)[13CH2]C[C@]34C)C,Hec1A cell,22543862,DOWN
mirnet-hsamol-1796,MIMAT0000681,hsa-mir-29c-3p,Hydroxamic acid HDACi LAQ824,,,breast cancer cell line SKBr3,16452179,DOWN
mirnet-hsamol-1797,MIMAT0000681,hsa-mir-29c-3p,Enoxacin,3229,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O,HCT-116 and RKO colon cancer cell lines,21368194,UP
mirnet-hsamol-1798,MIMAT0000681,hsa-mir-29c-3p,Celecoxib,2662,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,gastric cancer cells.,23001726,DOWN
mirnet-hsamol-1799,MIMAT0000681,hsa-mir-29c-3p,Progesterone,5994;1807214;6603959;12303982;12303990;163196495,CC(=O)[C@@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C;CC(=O)[C@@H]1CC[C@H]2[C@]1(CC[C@@H]3[C@@H]2CCC4=CC(=O)CC[C@@]34C)C;CC(=O)[C@@H]1CC[C@H]2[C@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@@]34C)C;CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C;CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=[13CH][13C](=O)CC[C@]34C)C;CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=[13CH][13C](=O)[13CH2]C[C@]34C)C,Breast cancer,22330642,DOWN
