PMID,miRNA_ID,miRBase_acc,Drug,CID,SMILES,miRNA_expression,Drug_effect,Target_gene,Regulation,Disease,Disease_MESH_ID,Disease_DOID_ID,Disease_categories,Disease_main_type,Disease_sub_type
24394555,hsa-mir-181a-2,MI0000269,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,DOWN,Resistant,Smad7,,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
24398307,hsa-mir-503,MI0003188,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,DOWN,Sensitive,,"MDR1, MRP1, ERCC1, Survivin and Bcl2",lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
24400121,hsa-mir-223,MI0000300,Doxorubicin (Adriamycin),,,DOWN,Sensitive,STAT5A,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
24400121,hsa-mir-223,MI0000300,Paclitaxel,4666;36314;441276;6604028;24791027;155982214,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C;CC1=C2[C@@H](C(=O)[C@]3([C@@H](C[C@@H]4[C@@]([C@@H]3[C@@H]([C@](C2(C)C)(C[C@@H]1OC(=O)[C@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C;CC1=C2[C@H](C(=O)[C@@]3([C@@H](C[C@@H]4[C@](C3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C;CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@](C3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C;CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@](C3[C@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C;CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,DOWN,Sensitive,STAT5A,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
24400442,hsa-let-7c,MI0000064,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,DOWN,Sensitive,"ABCC2, Bcl-XL ",,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non small cell lung cancer,
24412084,hsa-mir-137,MI0000454,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,DOWN,Sensitive,,KIT,small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",small cell lung cancer,
24423412,hsa-mir-34a,MI0000268,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,DOWN,Sensitive,CD44,,bladder cancer,D001749,DOID_11054,"Cancer, Genitourinary Conditions",bladder cancer,
24425875,hsa-mir-146a,MI0000477,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,DOWN,Sensitive,RIP1,,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
24444609,hsa-mir-34a,MI0000268,Capsaicin,2548;1548942;1548943;44632689,CC(C)/C=C/CCCCC(=O)NCC1=CC(=C(C=C1)O)OC;CC(C)/C=C\CCCCC(=O)NCC1=CC(=C(C=C1)O)OC;CC(C)C=CCCCCC(=O)NCC1=CC(=C(C=C1)O)OC;[2H]C([2H])([2H])OC1=C(C=CC(=C1)CNC(=O)CCCC/C=C/C(C)C)O,DOWN,Sensitive,BCL2,,non-small cell lung carcinoma,D002289,"CL_0000000,DOID_3905","Cancer, Respiratory Conditions, Cells",non-small cell lung carcinoma,non-small cell lung
24447717,hsa-mir-182,MI0000272,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,DOWN,Resistant,TP53INP1,,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
24447928,hsa-mir-145,MI0000461,5-Fluorouracil,3385;53837959,C1=C(C(=O)NC(=O)N1)F;[14CH]1=C(C(=O)NC(=O)N1)F,DOWN,Associated,,,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
24447928,hsa-mir-34a,MI0000268,5-Fluorouracil,3385;53837959,C1=C(C(=O)NC(=O)N1)F;[14CH]1=C(C(=O)NC(=O)N1)F,DOWN,Associated,,,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
24454732,hsa-mir-147a,MI0000262,Gefitinib,123631,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,DOWN,Sensitive,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24454901,hsa-mir-142,MI0000458,Levetiracetam(LEV),,,UP,Resistant,,,seizure,D012640,SYMP_0000124,Neurological Conditions,seizure,
24454901,hsa-mir-142,MI0000458,Valproate(VAP),,,UP,Resistant,,,seizure,D012640,SYMP_0000124,Neurological Conditions,seizure,
24454901,hsa-mir-206,MI0000490,Levetiracetam(LEV),,,UP,Sensitive,,,seizure,D012640,SYMP_0000124,Neurological Conditions,seizure,
24454901,hsa-mir-206,MI0000490,Valproate(VAP),,,UP,Sensitive,,,seizure,D012640,SYMP_0000124,Neurological Conditions,seizure,
24454901,hsa-mir-374a,MI0000782,Levetiracetam(LEV),,,UP,Sensitive,,,seizure,D012640,SYMP_0000124,Neurological Conditions,seizure,
24454901,hsa-mir-374a,MI0000782,Valproate(VAP),,,UP,Sensitive,,,seizure,D012640,SYMP_0000124,Neurological Conditions,seizure,
24454901,,,Levetiracetam(LEV),,,UP,Resistant,,,seizure,D012640,SYMP_0000124,Neurological Conditions,seizure,
24454901,,,Valproate(VAP),,,UP,Resistant,,,seizure,D012640,SYMP_0000124,Neurological Conditions,seizure,
24460313,hsa-let-7g,MI0000433,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-let-7i,MI0000434,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-101-1,MI0000103,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-103a-1,MI0000109,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-103a-2,MI0000108,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-103a-2,MI0000108,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-106a,MI0000113,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-107,MI0000114,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-10a,MI0000266,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-10b,MI0000267,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-122,MI0000442,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-122,MI0000442,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-125b-1,MI0000446,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-133b,MI0000822,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-142,MI0000458,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-144,MI0000460,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-144,MI0000460,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-146a,MI0000477,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-148a,MI0000253,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-148b,MI0000811,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,,,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-15a,MI0000069,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-181a-2,MI0000269,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-185,MI0000482,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-18a,MI0000072,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-18a,MI0000072,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-192,MI0000234,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-193b,MI0003137,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-199a-1,MI0000242,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-19a,MI0000073,Chemotherapy,,,DOWN,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-19a,MI0000073,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-19b-1,MI0000074,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-205,MI0000285,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-20a,MI0000076,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-20b,MI0001519,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-21,MI0000077,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-210,MI0000286,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-215,MI0000291,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-22,MI0000078,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-221,MI0000298,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-221,MI0000298,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-222,MI0000299,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-222,MI0000299,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-26b,MI0000084,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-29a,MI0000087,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-29b-1,MI0000105,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-29c,MI0000735,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-30a,MI0000088,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-30e,MI0000749,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-32,MI0000090,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-324,MI0000813,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-331,MI0000812,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-335,MI0000816,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-339,MI0000815,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-34a,MI0000268,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-365a,MI0000767,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-409,MI0001735,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-423,MI0001445,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-451a,MI0001729,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-501,MI0003185,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-502,MI0003186,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-543,MI0005565,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-652,MI0003667,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-660,MI0003684,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-720,MI0006654,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460313,hsa-mir-99a,MI0000101,FOLFOX Chemotherapy,,,UP,Resistant,,,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
24460329,hsa-mir-21,MI0000077,Gemcitabine,3461;60749;60750;11054511,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F;C1=CN(C(=O)N=C1N)C2C([C@@H]([C@H](O2)CO)O)(F)F;C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F;C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F.Cl,DOWN,Resistant,PTEN,,pancreatic cancer,D010190,DOID_1793,"Cancer, Digestive & Gastrointestinal Conditions",pancreatic cancer,
24462518,hsa-mir-16-1,MI0000070,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,DOWN,Sensitive,,,lung adenocarcinoma,D000077192,DOID_3910,"Cancer, Respiratory Conditions",adenocarcinoma,lung
24462518,hsa-mir-16-1,MI0000070,Doxorubicin (Adriamycin),,,DOWN,Sensitive,,,lung adenocarcinoma,D000077192,DOID_3910,"Cancer, Respiratory Conditions",adenocarcinoma,lung
24462518,hsa-mir-183,MI0000273,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,DOWN,Sensitive,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
24462518,hsa-mir-193a,MI0000487,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,DOWN,Resistant,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
24462518,hsa-mir-296,MI0000747,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,DOWN,Resistant,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
24462518,hsa-mir-296,MI0000747,Doxorubicin (Adriamycin),,,DOWN,Resistant,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
24462518,hsa-mir-296,MI0000747,Paclitaxel,4666;36314;441276;6604028;24791027;155982214,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C;CC1=C2[C@@H](C(=O)[C@]3([C@@H](C[C@@H]4[C@@]([C@@H]3[C@@H]([C@](C2(C)C)(C[C@@H]1OC(=O)[C@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C;CC1=C2[C@H](C(=O)[C@@]3([C@@H](C[C@@H]4[C@](C3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C;CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@](C3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C;CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@](C3[C@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C;CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,DOWN,Resistant,,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
24468065,hsa-mir-132,MI0000449,Chemotherapy,,,UP,Resistant,,,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
24468065,hsa-mir-140,MI0000456,Chemotherapy,,,UP,Resistant,,,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
24468065,hsa-mir-143,MI0000459,Chemotherapy,,,UP,Sensitive,,,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
24468065,hsa-mir-145,MI0000461,Chemotherapy,,,UP,Sensitive,,,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
24468065,hsa-mir-15b,MI0000438,Chemotherapy,,,UP,Sensitive,,,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
24468065,hsa-mir-17,MI0000071,Chemotherapy,,,UP,Resistant,,,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
24468065,hsa-mir-181a-2,MI0000269,Chemotherapy,,,UP,Resistant,,,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
24468065,hsa-mir-200a,MI0000737,Chemotherapy,,,UP,Sensitive,,,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
24468065,hsa-mir-200c,MI0000650,Chemotherapy,,,UP,Resistant,,,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
24468065,hsa-mir-21,MI0000077,Chemotherapy,,,UP,Resistant,,,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
24468065,hsa-mir-215,MI0000291,Chemotherapy,,,UP,Resistant,,,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
24468065,hsa-mir-221,MI0000298,Chemotherapy,,,UP,Resistant,,,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
24468065,hsa-mir-23a,MI0000079,Chemotherapy,,,UP,Resistant,,,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
24468065,hsa-mir-25,MI0000082,Chemotherapy,,,UP,Resistant,,,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
24468065,hsa-mir-26b,MI0000084,Chemotherapy,,,UP,Resistant,,,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
24468065,hsa-mir-30a,MI0000088,Chemotherapy,,,UP,Resistant,,,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
24468065,hsa-mir-33a,MI0000091,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,DOWN,Resistant,TWIST,,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
24468065,hsa-mir-34c,MI0000743,Chemotherapy,,,UP,Sensitive,,,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
24468065,hsa-mir-363,MI0000764,Chemotherapy,,,UP,Resistant,,,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
24468065,hsa-mir-375,MI0000783,Chemotherapy,,,UP,Resistant,,,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
24468065,hsa-mir-422a,MI0001444,Chemotherapy,,,UP,Sensitive,,,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
24468065,hsa-mir-451a,MI0001729,Chemotherapy,,,UP,Sensitive,,,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
24468065,hsa-mir-611,MI0003624,Chemotherapy,,,UP,Sensitive,,,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
24468065,hsa-mir-625,MI0003639,Chemotherapy,,,UP,Resistant,,,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
24468065,hsa-mir-92a-1,MI0000093,Chemotherapy,,,UP,Sensitive,,,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
24469837,,,Staurosporine,44259;451705;44299148;76962610,C[C@@]12[C@@H]([C@@H](CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC;C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC;C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC.Cl;C[C@]12[C@H]([C@H](C[C@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC,DOWN,Resistant,,,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non small cell lung cancer,
24472409,hsa-mir-21,MI0000077,Cisplatin,5460033;5702198,N.N.Cl[Pt]Cl,DOWN,Resistant,PDCD4,,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
24475095,hsa-mir-133a-1,MI0000450,Sunitinib,3086686;5329102;6456015;6456016;91826462,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C/2\C3=C(C=CC(=C3)F)NC2=O)C;CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C;CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C.C([C@@H](C(=O)O)O)C(=O)O;CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C.C[C@@H](CC(=O)O)C(=O)O;CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C,UP,Resistant,,,metastatic renal cell carcinoma,"D002292,Q000556",DOID_4450,"Cancer, Genitourinary Conditions, Cells",carcinoma,metastatic renal cell
