miRNA_ID,miRBase_acc,TSS_position,TSS_score,TSS_CAGE,TSS_tag,TSS_DNase,TSS_H3K4me3,TSS_Pol II
hsa-mir-4463,MI0016811,chr6:75318467-75320627[+],711,NO,NO,YES,NO,NO
hsa-mir-4464,MI0016812,chr6:90118302-90119682[+],824,YES,YES,YES,YES,NO
hsa-mir-4464,MI0016812,chr6:90126682-90127362[+],718,NO,YES,YES,NO,NO
hsa-mir-4464,MI0016812,chr6:90184102-90185922[+],758,YES,YES,YES,YES,NO
hsa-mir-4464,MI0016812,chr6:90194222-90197722[+],807,YES,YES,YES,YES,NO
hsa-mir-4465,MI0016816,chr6:140506534-140506814[+],725,NO,YES,NO,NO,NO
hsa-mir-4465,MI0016816,chr6:140507614-140507834[+],728,NO,YES,NO,NO,NO
hsa-mir-4465,MI0016816,chr6:140535214-140535434[+],711,NO,YES,NO,YES,NO
hsa-mir-4465,MI0016816,chr6:140536054-140537034[+],824,NO,YES,NO,YES,NO
hsa-mir-4465,MI0016816,chr6:140563114-140563134[+],708,YES,YES,NO,NO,NO
hsa-mir-4465,MI0016816,chr6:140563774-140564094[+],759,YES,YES,NO,NO,NO
hsa-mir-4466,MI0016817,chr6:156879731-156884491[-],771,YES,YES,YES,YES,YES
hsa-mir-4466,MI0016817,chr6:156885151-156885611[-],701,NO,YES,NO,YES,NO
hsa-mir-4466,MI0016817,chr6:156892671-156892811[-],708,NO,YES,NO,NO,NO
hsa-mir-4466,MI0016817,chr6:156894491-156894691[-],705,YES,YES,NO,YES,NO
hsa-mir-4466,MI0016817,chr6:156895331-156896111[-],797,YES,YES,NO,YES,NO
hsa-mir-4466,MI0016817,chr6:156904711-156904791[-],708,NO,YES,NO,NO,NO
hsa-mir-4466,MI0016817,chr6:156906771-156906971[-],705,NO,YES,NO,YES,NO
hsa-mir-4466,MI0016817,chr6:156907611-156908671[-],765,NO,YES,NO,YES,NO
hsa-mir-4466,MI0016817,chr6:156918111-156918131[-],709,YES,YES,NO,NO,NO
hsa-mir-4466,MI0016817,chr6:156920531-156920551[-],708,NO,YES,NO,NO,NO
hsa-mir-4466,MI0016817,chr6:156931171-156931631[-],783,NO,YES,YES,NO,NO
hsa-mir-4466,MI0016817,chr6:156932171-156932631[-],726,YES,YES,YES,NO,NO
hsa-mir-4466,MI0016817,chr6:156947571-156947611[-],703,NO,YES,YES,NO,NO
hsa-mir-4466,MI0016817,chr6:156948691-156948871[-],791,NO,YES,YES,NO,NO
hsa-mir-4466,MI0016817,chr6:156951051-156951071[-],707,NO,YES,NO,NO,NO
hsa-mir-4466,MI0016817,chr6:156975331-156976591[-],714,NO,NO,YES,NO,NO
hsa-mir-4466,MI0016817,chr6:156977431-156978331[-],714,NO,YES,YES,NO,NO
hsa-mir-4467,MI0016818,chr7:102290849-102291009[+],757,NO,YES,YES,NO,NO
hsa-mir-4467,MI0016818,chr7:102295549-102297449[+],814,YES,YES,YES,YES,YES
hsa-mir-4467,MI0016818,chr7:102312649-102312829[+],726,NO,YES,YES,NO,NO
hsa-mir-4467,MI0016818,chr7:102325969-102326149[+],727,YES,YES,YES,NO,NO
hsa-mir-4467,MI0016818,chr7:102332529-102334949[+],827,YES,YES,YES,YES,NO
hsa-mir-4467,MI0016818,chr7:102340289-102340449[+],742,NO,YES,YES,NO,NO
hsa-mir-4467,MI0016818,chr7:102351589-102352089[+],726,NO,YES,NO,NO,YES
hsa-mir-4467,MI0016818,chr7:102363549-102365969[+],825,YES,YES,YES,YES,YES
hsa-mir-4467,MI0016818,chr7:102367109-102367289[+],717,NO,YES,YES,YES,NO
hsa-mir-4468,MI0016819,chr7:137964958-137965438[+],842,YES,YES,NO,NO,YES
hsa-mir-4468,MI0016819,chr7:137976458-137976478[+],705,YES,YES,NO,NO,NO
hsa-mir-4468,MI0016819,chr7:138016358-138016558[+],734,NO,YES,NO,NO,NO
hsa-mir-4469,MI0016820,chr8:42996275-42998935[-],852,YES,YES,YES,YES,NO
hsa-mir-4470,MI0016821,chr8:61614228-61614788[+],844,YES,YES,YES,YES,YES
hsa-mir-4471,MI0016822,chr8:100203183-100203383[+],706,YES,YES,YES,NO,YES
hsa-mir-4471,MI0016822,chr8:100206323-100210823[+],759,YES,YES,YES,YES,YES
hsa-mir-4471,MI0016822,chr8:100236323-100236343[+],702,YES,YES,YES,NO,NO
hsa-mir-4472-1,MI0016823,chr8:141988779-141990739[+],787,NO,YES,NO,YES,NO
hsa-mir-4472-1,MI0016823,chr8:141991839-141991859[+],707,NO,NO,NO,YES,NO
hsa-mir-4472-2,MI0016824,chr12:116533878-116533898[-],744,NO,YES,YES,NO,NO
hsa-mir-4472-2,MI0016824,chr12:116534398-116534558[-],0.81,NO,YES,YES,NO,NO
hsa-mir-4472-2,MI0016824,chr12:116543918-116543958[-],701,YES,NO,NO,NO,NO
hsa-mir-4472-2,MI0016824,chr12:116555778-116556978[-],726,YES,YES,YES,NO,NO
hsa-mir-4472-2,MI0016824,chr12:116583838-116584638[-],716,NO,YES,YES,NO,NO
hsa-mir-4472-2,MI0016824,chr12:116595278-116595678[-],0.74,YES,YES,NO,NO,NO
hsa-mir-4472-2,MI0016824,chr12:116603178-116603278[-],703,NO,YES,NO,NO,NO
hsa-mir-4472-2,MI0016824,chr12:116608018-116608978[-],824,NO,YES,YES,YES,NO
hsa-mir-4472-2,MI0016824,chr12:116625518-116625758[-],756,NO,YES,YES,NO,NO
hsa-mir-4473,MI0016825,chr9:20600938-20601038[-],904,NO,YES,NO,NO,NO
hsa-mir-4473,MI0016825,chr9:20603578-20603618[-],796,NO,YES,NO,NO,NO
hsa-mir-4474,MI0016826,chr9:20667262-20667422[-],838,YES,YES,NO,NO,NO
hsa-mir-4475,MI0016827,chr9:36968379-36968979[-],733,NO,NO,NO,NO,YES
hsa-mir-4475,MI0016827,chr9:36973359-36973599[-],865,NO,NO,YES,NO,NO
hsa-mir-4476,MI0016828,chr9:37023331-37023351[-],722,NO,YES,NO,NO,NO
hsa-mir-4476,MI0016828,chr9:37025051-37025131[-],845,YES,YES,NO,NO,NO
hsa-mir-4476,MI0016828,chr9:37028631-37028671[-],0.8,YES,YES,NO,NO,NO
hsa-mir-4477a,MI0016829,chr9:41064935-41065075[+],854,NO,YES,NO,NO,NO
hsa-mir-4477a,MI0016829,chr9:63713034-63713054[+],0.72,NO,NO,YES,NO,NO
hsa-mir-4477a,MI0016829,chr9:63713714-63713814[+],703,NO,NO,YES,NO,NO
hsa-mir-4477a,MI0016829,chr9:63716834-63718194[+],838,YES,YES,YES,YES,NO
hsa-mir-4478,MI0016831,chr9:122223087-122223247[-],713,NO,NO,YES,NO,NO
hsa-mir-4478,MI0016831,chr9:122225287-122225427[-],718,NO,YES,YES,YES,NO
hsa-mir-4478,MI0016831,chr9:122226247-122227387[-],729,NO,YES,YES,YES,NO
hsa-mir-4478,MI0016831,chr9:122228547-122228727[-],712,NO,NO,YES,NO,NO
hsa-mir-4478,MI0016831,chr9:122231387-122231487[-],708,NO,YES,YES,NO,NO
hsa-mir-4478,MI0016831,chr9:122233767-122233847[-],713,NO,YES,YES,NO,NO
hsa-mir-4478,MI0016831,chr9:122257847-122260167[-],776,YES,YES,YES,YES,YES
hsa-mir-4478,MI0016831,chr9:122313427-122314307[-],727,YES,YES,NO,YES,NO
hsa-mir-4479,MI0016838,chr9:136687833-136687913[+],0.72,YES,YES,YES,YES,YES
hsa-mir-4479,MI0016838,chr9:136689313-136689413[+],705,YES,YES,NO,YES,YES
hsa-mir-4479,MI0016838,chr9:136690793-136692293[+],835,YES,YES,YES,YES,YES
hsa-mir-4479,MI0016838,chr9:136695173-136695253[+],709,YES,YES,YES,NO,NO
hsa-mir-4479,MI0016838,chr9:136699073-136701233[+],732,YES,YES,YES,YES,YES
hsa-mir-4479,MI0016838,chr9:136706533-136709973[+],757,YES,YES,YES,YES,YES
hsa-mir-4479,MI0016838,chr9:136721013-136721913[+],0.71,NO,YES,NO,YES,NO
hsa-mir-4479,MI0016838,chr9:136742133-136744293[+],728,YES,YES,YES,YES,YES
hsa-mir-4479,MI0016838,chr9:136747633-136750593[+],756,YES,YES,YES,YES,YES
hsa-mir-4479,MI0016838,chr9:136759233-136759313[+],715,NO,YES,YES,NO,NO
hsa-mir-4479,MI0016838,chr9:136765293-136767573[+],802,YES,YES,YES,YES,YES
hsa-mir-4479,MI0016838,chr9:136782753-136783073[+],712,NO,YES,NO,NO,YES
hsa-mir-4479,MI0016838,chr9:136785533-136786733[+],838,YES,YES,YES,YES,YES
hsa-mir-4480,MI0016841,chr10:12384793-12385553[+],794,NO,YES,YES,YES,NO
hsa-mir-4480,MI0016841,chr10:12401393-12402393[+],0.72,NO,YES,YES,NO,NO
hsa-mir-4480,MI0016841,chr10:12431553-12431733[+],791,NO,NO,YES,NO,NO
hsa-mir-4480,MI0016841,chr10:12452433-12452653[+],714,NO,YES,NO,NO,NO
hsa-mir-4480,MI0016841,chr10:12465733-12467073[+],717,NO,YES,YES,NO,NO
hsa-mir-4481,MI0016842,chr10:12796757-12798737[-],714,NO,YES,YES,NO,NO
hsa-mir-4481,MI0016842,chr10:12799457-12799517[-],717,NO,YES,NO,NO,NO
hsa-mir-4481,MI0016842,chr10:12810137-12810357[-],707,NO,YES,YES,NO,NO
hsa-mir-4481,MI0016842,chr10:12811217-12811597[-],744,NO,YES,YES,NO,NO
hsa-mir-4481,MI0016842,chr10:12819457-12819677[-],707,NO,YES,YES,NO,NO
hsa-mir-4481,MI0016842,chr10:12820557-12820937[-],749,NO,YES,YES,NO,NO
hsa-mir-4481,MI0016842,chr10:12827677-12827877[-],713,NO,NO,NO,YES,NO
hsa-mir-4481,MI0016842,chr10:12828517-12828977[-],794,NO,YES,NO,YES,NO
hsa-mir-4481,MI0016842,chr10:12840297-12840557[-],708,NO,YES,YES,NO,NO
hsa-mir-4481,MI0016842,chr10:12841377-12842737[-],0.72,NO,YES,YES,NO,NO
hsa-mir-4482,MI0016843,chr10:104368405-104369805[-],799,YES,YES,YES,YES,NO
hsa-mir-4482,MI0016843,chr10:104374345-104375545[-],784,YES,YES,NO,YES,NO
hsa-mir-4482,MI0016843,chr10:104391525-104391705[-],773,NO,YES,YES,NO,NO
hsa-mir-4482,MI0016843,chr10:104395525-104395925[-],708,NO,YES,NO,NO,YES
hsa-mir-4482,MI0016843,chr10:104397805-104397905[-],705,NO,YES,YES,NO,NO
hsa-mir-4482,MI0016843,chr10:104400885-104401065[-],734,NO,YES,YES,NO,NO
hsa-mir-4482,MI0016843,chr10:104405705-104405785[-],738,NO,YES,YES,NO,NO
hsa-mir-4482,MI0016843,chr10:104410025-104410165[-],745,NO,YES,YES,NO,NO
hsa-mir-4482,MI0016843,chr10:104426265-104426345[-],731,NO,NO,YES,NO,NO
hsa-mir-4482,MI0016843,chr10:104428325-104429545[-],718,YES,YES,NO,YES,NO
hsa-mir-4482,MI0016843,chr10:104436585-104440205[-],753,YES,YES,YES,YES,YES
hsa-mir-4482,MI0016843,chr10:104449705-104450405[-],748,YES,YES,NO,YES,NO
hsa-mir-4482,MI0016843,chr10:104452525-104454305[-],764,YES,YES,YES,YES,NO
hsa-mir-4483,MI0016844,chr10:113953234-113958054[-],837,YES,YES,YES,YES,YES
hsa-mir-4484,MI0016845,chr10:125620840-125620880[+],886,YES,YES,NO,YES,YES
hsa-mir-4484,MI0016845,chr10:125621960-125621980[+],717,NO,YES,NO,YES,NO
hsa-mir-4484,MI0016845,chr10:125640400-125640960[+],771,NO,YES,NO,NO,NO
hsa-mir-4484,MI0016845,chr10:125643760-125643920[+],764,NO,YES,NO,NO,NO
hsa-mir-4484,MI0016845,chr10:125645860-125645980[+],761,NO,YES,NO,NO,NO
hsa-mir-4484,MI0016845,chr10:125651920-125652240[+],772,NO,YES,NO,NO,NO
hsa-mir-4484,MI0016845,chr10:125693020-125693220[+],763,NO,YES,NO,NO,NO
hsa-mir-4484,MI0016845,chr10:125694180-125696300[+],0.74,YES,YES,YES,NO,NO
hsa-mir-4484,MI0016845,chr10:125696900-125696980[+],761,NO,YES,NO,NO,NO
hsa-mir-4484,MI0016845,chr10:125698140-125698300[+],762,NO,YES,NO,NO,NO
hsa-mir-4484,MI0016845,chr10:125708020-125708100[+],761,NO,YES,NO,NO,NO
hsa-mir-4484,MI0016845,chr10:125709080-125709320[+],765,NO,YES,NO,NO,NO
hsa-mir-4484,MI0016845,chr10:125715080-125715200[+],761,YES,YES,NO,NO,NO
hsa-mir-4484,MI0016845,chr10:125716260-125716680[+],771,YES,YES,NO,NO,NO
hsa-mir-4485,MI0016846,chr11:10609166-10609186[-],719,YES,YES,NO,NO,NO
hsa-mir-4485,MI0016846,chr11:10639646-10641906[-],823,YES,YES,YES,YES,YES
hsa-mir-4485,MI0016846,chr11:10668586-10668746[-],709,YES,NO,NO,NO,NO
hsa-mir-4485,MI0016846,chr11:10681726-10681926[-],717,NO,YES,YES,NO,NO
hsa-mir-4485,MI0016846,chr11:10702026-10702186[-],729,YES,NO,YES,NO,NO
hsa-mir-4485,MI0016846,chr11:10704566-10704706[-],741,NO,YES,YES,NO,NO
hsa-mir-4485,MI0016846,chr11:10706246-10706346[-],749,YES,YES,YES,NO,NO
hsa-mir-4486,MI0016847,chr11:19411230-19411910[+],743,NO,NO,YES,YES,NO
hsa-mir-4486,MI0016847,chr11:19420010-19420170[+],713,NO,NO,YES,NO,NO
hsa-mir-4486,MI0016847,chr11:19424010-19424610[+],0.76,YES,NO,NO,YES,NO
hsa-mir-4486,MI0016847,chr11:19453870-19454030[+],759,NO,NO,YES,NO,NO
hsa-mir-4486,MI0016847,chr11:19457810-19457970[+],768,NO,NO,YES,NO,NO
hsa-mir-4486,MI0016847,chr11:19464170-19464790[+],821,NO,YES,YES,YES,NO
hsa-mir-4486,MI0016847,chr11:19473790-19473990[+],752,NO,NO,YES,NO,NO
hsa-mir-4487,MI0016848,chr11:47205830-47206010[+],759,NO,YES,YES,NO,NO
hsa-mir-4487,MI0016848,chr11:47226970-47226990[+],701,NO,YES,NO,NO,NO
hsa-mir-4487,MI0016848,chr11:47232210-47232430[+],715,NO,YES,YES,NO,NO
hsa-mir-4487,MI0016848,chr11:47251890-47252070[+],734,YES,YES,YES,NO,NO
hsa-mir-4487,MI0016848,chr11:47252730-47252930[+],743,YES,YES,YES,NO,NO
hsa-mir-4487,MI0016848,chr11:47254670-47255770[+],825,YES,YES,YES,YES,NO
hsa-mir-4487,MI0016848,chr11:47261110-47261370[+],0.74,YES,YES,YES,NO,NO
hsa-mir-4487,MI0016848,chr11:47274030-47274190[+],775,YES,NO,YES,NO,NO
hsa-mir-4487,MI0016848,chr11:47276630-47276870[+],721,YES,YES,YES,NO,NO
hsa-mir-4487,MI0016848,chr11:47278410-47278690[+],776,YES,YES,YES,NO,NO
hsa-mir-4487,MI0016848,chr11:47291110-47291330[+],722,YES,YES,YES,NO,NO
hsa-mir-4487,MI0016848,chr11:47293250-47293650[+],717,YES,YES,YES,NO,NO
hsa-mir-4487,MI0016848,chr11:47294810-47295010[+],744,YES,YES,YES,NO,NO
hsa-mir-4487,MI0016848,chr11:47295690-47295730[+],702,YES,YES,YES,NO,NO
hsa-mir-4487,MI0016848,chr11:47299650-47300850[+],789,YES,YES,YES,YES,NO
hsa-mir-4488,MI0016849,chr11:61328496-61331056[+],0.81,YES,YES,YES,YES,YES
hsa-mir-4488,MI0016849,chr11:61346316-61346436[+],792,NO,YES,YES,NO,NO
hsa-mir-4488,MI0016849,chr11:61372436-61372556[+],707,NO,YES,YES,NO,NO
hsa-mir-4488,MI0016849,chr11:61377836-61377916[+],702,NO,NO,YES,NO,NO
hsa-mir-4488,MI0016849,chr11:61389076-61389216[+],723,NO,YES,YES,NO,NO
hsa-mir-4488,MI0016849,chr11:61408476-61408596[+],708,YES,YES,YES,YES,NO
hsa-mir-4489,MI0016850,chr11:65455632-65459232[+],721,YES,YES,YES,YES,YES
hsa-mir-4489,MI0016850,chr11:65460792-65460912[+],708,NO,YES,YES,NO,NO
hsa-mir-4489,MI0016850,chr11:65470072-65471392[+],767,YES,YES,YES,YES,YES
hsa-mir-4489,MI0016850,chr11:65472352-65473352[+],731,YES,YES,YES,YES,YES
hsa-mir-4489,MI0016850,chr11:65474172-65476552[+],729,YES,YES,YES,YES,YES
hsa-mir-4489,MI0016850,chr11:65485692-65486352[+],711,NO,YES,NO,YES,NO
hsa-mir-4489,MI0016850,chr11:65488332-65488352[+],708,YES,YES,YES,NO,NO
hsa-mir-4489,MI0016850,chr11:65488892-65488912[+],709,NO,YES,YES,NO,NO
hsa-mir-4489,MI0016850,chr11:65490592-65490632[+],707,YES,YES,YES,NO,NO
hsa-mir-4489,MI0016850,chr11:65492112-65492132[+],705,NO,YES,YES,NO,NO
hsa-mir-4489,MI0016850,chr11:65493452-65493972[+],722,YES,YES,NO,YES,NO
hsa-mir-4489,MI0016850,chr11:65506832-65507932[+],766,YES,YES,YES,YES,NO
hsa-mir-4489,MI0016850,chr11:65509612-65509632[+],704,NO,YES,NO,YES,NO
hsa-mir-4489,MI0016850,chr11:65514012-65514612[+],756,YES,YES,YES,YES,YES
hsa-mir-4489,MI0016850,chr11:65515472-65516892[+],804,YES,YES,YES,YES,YES
hsa-mir-4489,MI0016850,chr11:65526132-65526232[+],709,YES,YES,YES,NO,NO
hsa-mir-4489,MI0016850,chr11:65530392-65530472[+],707,NO,YES,YES,NO,NO
hsa-mir-4489,MI0016850,chr11:65538052-65539352[+],0.71,YES,YES,YES,YES,NO
hsa-mir-4489,MI0016850,chr11:65540712-65541112[+],703,YES,YES,YES,YES,NO
hsa-mir-4489,MI0016850,chr11:65547272-65547772[+],707,YES,YES,NO,YES,NO
hsa-mir-4491,MI0016853,chr11:111184277-111184417[+],715,YES,YES,YES,NO,NO
hsa-mir-4491,MI0016853,chr11:111198177-111200237[+],837,YES,YES,YES,YES,YES
hsa-mir-4491,MI0016853,chr11:111227957-111228177[+],735,NO,NO,YES,NO,NO
hsa-mir-4491,MI0016853,chr11:111229917-111230157[+],729,NO,NO,YES,NO,NO
hsa-mir-4491,MI0016853,chr11:111244137-111244317[+],747,NO,YES,YES,NO,NO
hsa-mir-4491,MI0016853,chr11:111247097-111247277[+],751,NO,YES,YES,NO,NO
hsa-mir-4492,MI0016854,chr11:118720528-118720708[+],777,NO,NO,YES,NO,NO
hsa-mir-4492,MI0016854,chr11:118769908-118770928[+],759,YES,YES,YES,YES,NO
hsa-mir-4492,MI0016854,chr11:118787868-118787968[+],758,YES,YES,YES,NO,NO
hsa-mir-4492,MI0016854,chr11:118789948-118790068[+],781,NO,NO,YES,NO,NO
hsa-mir-4492,MI0016854,chr11:118807108-118807268[+],788,NO,YES,YES,NO,NO
hsa-mir-4492,MI0016854,chr11:118809148-118810708[+],829,YES,YES,YES,YES,NO
hsa-mir-4493,MI0016855,chr11:123504232-123504392[-],702,YES,YES,YES,NO,NO
hsa-mir-4493,MI0016855,chr11:123505312-123505712[-],743,YES,YES,YES,NO,NO
hsa-mir-4493,MI0016855,chr11:123506552-123506852[-],0.7,YES,YES,YES,NO,NO
hsa-mir-4493,MI0016855,chr11:123507432-123507852[-],729,NO,NO,YES,NO,NO
hsa-mir-4493,MI0016855,chr11:123508632-123508652[-],701,NO,NO,YES,NO,NO
hsa-mir-4493,MI0016855,chr11:123519992-123520192[-],711,YES,YES,NO,NO,NO
hsa-mir-4493,MI0016855,chr11:123529072-123531552[-],791,YES,YES,YES,YES,NO
hsa-mir-4493,MI0016855,chr11:123532852-123533012[-],0.71,NO,YES,NO,NO,NO
hsa-mir-4493,MI0016855,chr11:123538172-123538632[-],722,NO,YES,NO,NO,NO
hsa-mir-4493,MI0016855,chr11:123545112-123545172[-],708,NO,YES,NO,NO,NO
hsa-mir-4493,MI0016855,chr11:123548692-123548792[-],709,YES,YES,NO,NO,NO
hsa-mir-4493,MI0016855,chr11:123553252-123553352[-],703,YES,YES,NO,NO,NO
hsa-mir-4493,MI0016855,chr11:123554172-123555232[-],777,YES,YES,NO,NO,NO
hsa-mir-4493,MI0016855,chr11:123556472-123557232[-],707,NO,YES,NO,NO,NO
hsa-mir-4493,MI0016855,chr11:123558232-123558372[-],709,NO,YES,NO,NO,NO
hsa-mir-4493,MI0016855,chr11:123560192-123560252[-],702,NO,YES,YES,NO,NO
hsa-mir-4493,MI0016855,chr11:123561292-123561672[-],753,NO,YES,YES,NO,NO
hsa-mir-4493,MI0016855,chr11:123564332-123565312[-],711,NO,YES,NO,NO,NO
hsa-mir-4493,MI0016855,chr11:123567012-123567032[-],707,NO,YES,NO,NO,NO
hsa-mir-4493,MI0016855,chr11:123568252-123568672[-],702,YES,YES,YES,NO,NO
hsa-mir-4493,MI0016855,chr11:123569212-123569492[-],734,YES,YES,YES,NO,NO
hsa-mir-4493,MI0016855,chr11:123570412-123570432[-],0.7,YES,YES,YES,NO,NO
hsa-mir-4493,MI0016855,chr11:123571572-123571632[-],707,NO,YES,NO,NO,NO
hsa-mir-4493,MI0016855,chr11:123572612-123572932[-],721,NO,YES,NO,NO,NO
hsa-mir-4494,MI0016856,chr12:47476509-47476729[-],724,NO,YES,YES,NO,NO
hsa-mir-4494,MI0016856,chr12:47477629-47477989[-],807,NO,YES,YES,NO,NO
hsa-mir-4494,MI0016856,chr12:47478809-47478829[-],722,NO,YES,YES,NO,NO
hsa-mir-4494,MI0016856,chr12:47492169-47494309[-],742,YES,NO,YES,NO,NO
hsa-mir-4494,MI0016856,chr12:47501409-47501429[-],746,YES,NO,NO,NO,NO
hsa-mir-4494,MI0016856,chr12:47526909-47526989[-],746,NO,YES,NO,NO,NO
hsa-mir-4496,MI0016858,chr12:108460250-108461690[+],766,YES,YES,YES,YES,YES
hsa-mir-4496,MI0016858,chr12:108462270-108464370[+],781,YES,YES,YES,YES,YES
hsa-mir-4496,MI0016858,chr12:108466150-108466250[+],747,NO,YES,YES,NO,NO
hsa-mir-4496,MI0016858,chr12:108498070-108498170[+],0.72,YES,YES,YES,NO,NO
hsa-mir-4496,MI0016858,chr12:108509710-108509870[+],738,NO,NO,YES,NO,NO
hsa-mir-4496,MI0016858,chr12:108518230-108518310[+],746,YES,NO,YES,NO,NO
hsa-mir-4496,MI0016858,chr12:108532130-108532250[+],745,YES,YES,YES,NO,NO
hsa-mir-4496,MI0016858,chr12:108533770-108533930[+],727,YES,YES,YES,NO,NO
hsa-mir-4497,MI0016859,chr12:109634448-109636908[+],715,NO,YES,YES,NO,NO
hsa-mir-4497,MI0016859,chr12:109637788-109637808[+],704,NO,YES,YES,NO,NO
hsa-mir-4497,MI0016859,chr12:109638468-109645508[+],711,YES,YES,YES,NO,NO
hsa-mir-4497,MI0016859,chr12:109652608-109654108[+],0.71,NO,NO,YES,NO,NO
hsa-mir-4497,MI0016859,chr12:109657688-109659868[+],741,NO,YES,YES,NO,NO
hsa-mir-4497,MI0016859,chr12:109660608-109661048[+],748,NO,NO,YES,NO,NO
hsa-mir-4497,MI0016859,chr12:109671968-109672188[+],707,NO,YES,NO,YES,NO
hsa-mir-4497,MI0016859,chr12:109672808-109673908[+],769,YES,YES,NO,YES,NO
hsa-mir-4497,MI0016859,chr12:109675388-109675788[+],756,NO,YES,YES,NO,NO
hsa-mir-4497,MI0016859,chr12:109677728-109677748[+],712,NO,YES,NO,NO,NO
hsa-mir-4497,MI0016859,chr12:109684128-109684248[+],715,NO,YES,NO,NO,NO
hsa-mir-4497,MI0016859,chr12:109684988-109685028[+],712,NO,YES,NO,NO,NO
hsa-mir-4497,MI0016859,chr12:109693628-109693648[+],711,NO,YES,NO,NO,NO
hsa-mir-4497,MI0016859,chr12:109704288-109704448[+],704,NO,NO,YES,NO,NO
hsa-mir-4497,MI0016859,chr12:109705368-109705748[+],753,NO,NO,YES,NO,NO
hsa-mir-4497,MI0016859,chr12:109708428-109708468[+],712,NO,YES,NO,NO,NO
hsa-mir-4497,MI0016859,chr12:109721428-109721948[+],707,NO,YES,NO,NO,YES
hsa-mir-4497,MI0016859,chr12:109722528-109723528[+],0.75,NO,NO,NO,NO,YES
hsa-mir-4497,MI0016859,chr12:109724708-109724728[+],704,NO,NO,NO,NO,YES
hsa-mir-4497,MI0016859,chr12:109727108-109727288[+],705,NO,NO,YES,NO,NO
hsa-mir-4497,MI0016859,chr12:109728188-109728568[+],753,NO,NO,YES,NO,NO
hsa-mir-4497,MI0016859,chr12:109729468-109729488[+],703,NO,YES,YES,NO,NO
hsa-mir-4497,MI0016859,chr12:109732028-109732228[+],704,NO,YES,NO,YES,NO
hsa-mir-4497,MI0016859,chr12:109732848-109733348[+],797,YES,YES,YES,YES,NO
hsa-mir-4498,MI0016860,chr12:120293299-120295359[-],797,YES,YES,YES,YES,YES
hsa-mir-4498,MI0016860,chr12:120300119-120300219[-],705,YES,YES,YES,YES,YES
hsa-mir-4498,MI0016860,chr12:120300759-120302119[-],824,YES,YES,YES,YES,YES
hsa-mir-4498,MI0016860,chr12:120326019-120326119[-],701,YES,YES,YES,NO,NO
hsa-mir-4498,MI0016860,chr12:120328499-120328599[-],0.72,NO,YES,YES,NO,YES
hsa-mir-4498,MI0016860,chr12:120330859-120330879[-],702,YES,YES,YES,NO,NO
hsa-mir-4498,MI0016860,chr12:120334899-120335599[-],0.72,NO,YES,YES,YES,NO
hsa-mir-4498,MI0016860,chr12:120337979-120338099[-],724,NO,YES,YES,NO,NO
hsa-mir-4498,MI0016860,chr12:120349979-120350099[-],771,YES,YES,YES,NO,NO
hsa-mir-4499,MI0016862,chr13:20562126-20562346[-],746,NO,YES,YES,NO,NO
hsa-mir-4499,MI0016862,chr13:20565086-20565846[-],768,NO,YES,NO,YES,NO
hsa-mir-4499,MI0016862,chr13:20595146-20595866[-],789,NO,YES,NO,YES,NO
hsa-mir-4499,MI0016862,chr13:20614066-20614106[-],701,NO,YES,NO,NO,NO
hsa-mir-4499,MI0016862,chr13:20624146-20627146[-],801,YES,YES,YES,YES,YES
hsa-mir-449a,MI0001648,chr5:55271782-55271982[-],712,YES,YES,NO,YES,NO
hsa-mir-449a,MI0001648,chr5:55272622-55273802[-],843,YES,YES,YES,YES,NO
hsa-mir-449a,MI0001648,chr5:55275142-55275362[-],711,YES,YES,YES,YES,NO
hsa-mir-449a,MI0001648,chr5:55275982-55276922[-],798,YES,YES,YES,YES,NO
hsa-mir-449a,MI0001648,chr5:55278002-55278022[-],0.7,NO,YES,NO,YES,NO
hsa-mir-449a,MI0001648,chr5:55318982-55319722[-],716,NO,YES,NO,YES,NO
hsa-mir-449a,MI0001648,chr5:55320262-55321222[-],788,NO,YES,NO,YES,NO
hsa-mir-449a,MI0001648,chr5:55322282-55322422[-],714,NO,YES,NO,YES,NO
hsa-mir-449a,MI0001648,chr5:55325362-55328082[-],756,NO,YES,YES,YES,NO
hsa-mir-449a,MI0001648,chr5:55328722-55329002[-],703,NO,YES,NO,YES,NO
hsa-mir-449a,MI0001648,chr5:55329722-55334622[-],774,YES,YES,YES,YES,NO
hsa-mir-449a,MI0001648,chr5:55335262-55335722[-],704,NO,YES,YES,YES,NO
hsa-mir-449a,MI0001648,chr5:55361402-55361582[-],723,NO,YES,NO,NO,NO
hsa-mir-449a,MI0001648,chr5:55362862-55362982[-],719,NO,YES,NO,NO,NO
hsa-mir-449a,MI0001648,chr5:55363682-55363722[-],719,NO,YES,NO,NO,NO
hsa-mir-449a,MI0001648,chr5:55365642-55365982[-],726,NO,YES,NO,NO,NO
hsa-mir-449a,MI0001648,chr5:55367202-55367322[-],722,NO,YES,NO,NO,NO
hsa-mir-449b,MI0003673,chr5:55271782-55271982[-],0.81,YES,YES,NO,YES,NO
hsa-mir-449b,MI0003673,chr5:55272622-55273802[-],0.84,YES,YES,YES,YES,NO
