miRNA_ID,miRBase_acc,precursor_miRNA_id,PMID,diagnostic_marker,prognostic_marker,tested_prognostic_outcome,Biomarker_sample_type,miRNA_expression,Cell_line,Disease,Disease_MESH_ID,Disease_DOID_ID,Disease_categories,Disease_main_type,Disease_sub_type
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,22638884,YES, , ,Serum,UP,,stomach neoplasms,D013274,UBERON_0000945,"Cancer, Digestive & Gastrointestinal Conditions",neoplasm,stomach
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,20842666, ,POSITIVE,resistance to docetaxel-based chemotherapy,Serum,UP,prostate,"prostatic neoplasms, castration-resistant",D064129,DOID_10283,"Cancer, Genitourinary Conditions",neoplasm,prostatic castration-resistant
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,24405714, ,POSITIVE,post-therapeutic efficacy,Serum,UP,pelvic lymph node,uterine cervical neoplasms,D002583,DOID_4362,"Cancer, Genitourinary Conditions",neoplasm,uterine cervical
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,21627863,YES, , ,Plasma,UP,blood,"carcinoma, non-small-cell lung",D002289,"CL_0000000,DOID_305,UBERON_0002048","Cancer, Respiratory Conditions, Cells",carcinoma,non-small-cell lung
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,29430184,YES, , ,Serum,UP,peripheral vein blood,"carcinoma, non-small-cell lung",D002289,"CL_0000000,DOID_305,UBERON_0002048","Cancer, Respiratory Conditions, Cells",carcinoma,non-small-cell lung
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,24385703,YES, , ,Serum,UP,breast,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,24400911,YES, , ,Serum,UP,blood,"lymphoma, large b-cell, diffuse","D002477,D008223,T025","CL_0000236,DOID_0060058","Cancer, Hematopoietic & Lymphatic Conditions, Cells",lymphoma,diffuse large b-cell
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,27047250,YES, , ,Serum,DOWN,brain,glioma,D005910,,Cancer,glioma,
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,21274675,YES, , ,Plasma,UP,,prostatic neoplasms,D011471,DOID_10283,"Cancer, Genitourinary Conditions",neoplasm,prostatic
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,31658043,YES, , ,Plasma,UP,cervix,uterine cervical neoplasms,D002583,DOID_4362,"Cancer, Genitourinary Conditions",neoplasm,uterine cervical
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,21546856,YES, , ,Serum,UP,bowel,crohn disease,D003424,DOID_8778,Digestive & Gastrointestinal Conditions,crohn disease,
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,21864403,YES, , ,Plasma,UP,lung,lung neoplasms,D008175,DOID_1324,"Cancer, Respiratory Conditions",neoplasm,lung
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,27047250,YES, , ,Serum,DOWN,brain,glioma,D005910,,Cancer,glioma,
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,22882958,YES, , ,Plasma,UP,left ventricle,aortic valve stenosis,D001024,DOID_1712,Cardiovascular Conditions,stenosis,aortic valve
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,25184815,YES, , ,Plasma,UP,heart,myocardial infarction,D009203,DOID_5844,Cardiovascular Conditions,myocardial infarction,
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,25174622,YES, , ,Blood,UP,,mouth neoplasms,D009062,UBERON_0000165,"Cancer, Teeth and Mouth Conditions",neoplasm,mouth
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,21864403,YES, , ,Plasma,UP,lung,lung neoplasms,D008175,DOID_1324,"Cancer, Respiratory Conditions",neoplasm,lung
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,21749846,YES, , ,Plasma,UP,liver,"carcinoma, hepatocellular",D006528,DOID_305,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,21036945, ,POSITIVE,visceral metastasis,Serum,UP,breast,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,27279796, ,POSITIVE,renal function impairment,Serum,UP,blood in tube without anticoagulant and purified serum,diabetic nephropathies,D003928,,"Diabetes, Endocrine and Metabolic Conditions, Genitourinary Conditions",diabetic nephropathies,
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,27047250,YES, , ,Serum,DOWN,brain,glioma,D005910,,Cancer,glioma,
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,22882958, ,POSITIVE,myocardial fibrosis progression,Plasma,UP,left ventricle,aortic valve stenosis,D001024,DOID_1712,Cardiovascular Conditions,stenosis,aortic valve
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,24460332, ,NEGATIVE,increased differentiation degree of tumour,Plasma,UP,stomach,stomach neoplasms,D013274,UBERON_0000945,"Cancer, Digestive & Gastrointestinal Conditions",neoplasm,stomach
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,24222179,YES, , ,Plasma,UP,blood,hodgkin disease,D006689,DOID_8567,Cancer,hodgkin disease,
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,22105822,YES, , ,Plasma,UP,,"carcinoma, hepatocellular",D006528,DOID_305,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,25184815,YES, , ,Plasma,UP,heart,myocardial infarction,D009203,DOID_5844,Cardiovascular Conditions,myocardial infarction,
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,28466015,YES, , ,Plasma,UP,"pancreas head and neck, pancreas body and tail","carcinoma, pancreatic ductal",D021441,"DOID_305,UBERON_0007329","Cancer, Digestive & Gastrointestinal Conditions, Breast Conditions",carcinoma,pancreatic ductal
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,23052693, ,POSITIVE,cancer progression (lymph node status),Serum,UP,,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,24400911, ,POSITIVE,recurrence-free survival,Serum,UP,blood,"lymphoma, large b-cell, diffuse","D002477,D008223,T025","CL_0000236,DOID_0060058","Cancer, Hematopoietic & Lymphatic Conditions, Cells",lymphoma,diffuse large b-cell
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,27279796,YES, , ,Serum,UP,blood in tube without anticoagulant and purified serum,diabetic nephropathies,D003928,,"Diabetes, Endocrine and Metabolic Conditions, Genitourinary Conditions",diabetic nephropathies,
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,27047250,YES, , ,Serum,DOWN,brain,glioma,D005910,,Cancer,glioma,
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,24460332, ,NEGATIVE,higher lymph node metastasis rate,Plasma,UP,stomach,stomach neoplasms,D013274,UBERON_0000945,"Cancer, Digestive & Gastrointestinal Conditions",neoplasm,stomach
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,22638884,YES, , ,Serum,UP,,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,24517143,YES, , ,Serum,UP,,hypothyroidism,D007037,DOID_1459,Endocrine and Metabolic Conditions,hypothyroidism,
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,25178939,YES, , ,Serum,UP,,colorectal neoplasms,D015179,,Cancer,neoplasm,colorectal
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,27353714,YES, , ,Plasma,UP,,metabolic syndrome,D024821,DOID_0111581,"Endocrine and Metabolic Conditions, Congenital/Hereditary Conditions, Syndrome",metabolic syndrome,
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,31658043,YES, , ,Plasma,UP,cervix,uterine cervical neoplasms,D002583,DOID_4362,"Cancer, Genitourinary Conditions",neoplasm,uterine cervical
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,25086636, ,NEGATIVE,overall survival,Serum,UP,,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,22638884,YES, , ,Serum,UP,,colorectal neoplasms,D015179,,Cancer,neoplasm,colorectal
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,22882958,YES, , ,Plasma,UP,left ventricle,aortic valve stenosis,D001024,DOID_1712,Cardiovascular Conditions,stenosis,aortic valve
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,21749846, ,NEGATIVE,tumor differentiation,Plasma,UP,liver,"carcinoma, hepatocellular",D006528,DOID_305,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,21036945,YES, , ,Serum,UP,breast,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-210-3p,MIMAT0000267,hsa-mir-210,24626394,YES, , ,Serum,UP,aorta/heart,aortic valve stenosis,D001024,DOID_1712,Cardiovascular Conditions,stenosis,aortic valve
hsa-miR-210-3p,MIMAT0000267,hsa-mir-210,22095477,YES, , ,Plasma,UP,maternal plasma (non fetal),pre-eclampsia,D011225,DOID_13593,Pregnancy Conditions and Outcomes,pre-eclampsia,
hsa-miR-210-3p,MIMAT0000267,hsa-mir-210,24065453, ,NEGATIVE,partial remission after cisplatin-based chemotherapy,Serum,UP,lung,"carcinoma, non-small-cell lung",D002289,"CL_0000000,DOID_305,UBERON_0002048","Cancer, Respiratory Conditions, Cells",carcinoma,non-small-cell lung
hsa-miR-210-3p,MIMAT0000267,hsa-mir-210,31568692,YES, , ,Plasma,UP,breast,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-210-3p,MIMAT0000267,hsa-mir-210,28466015,YES, , ,Plasma,UP,"pancreas head and neck, pancreas body and tail","carcinoma, pancreatic ductal",D021441,"DOID_305,UBERON_0007329","Cancer, Digestive & Gastrointestinal Conditions, Breast Conditions",carcinoma,pancreatic ductal
hsa-miR-210-3p,MIMAT0000267,hsa-mir-210,31568692,YES, , ,Plasma,UP,breast,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-210-3p,MIMAT0000267,hsa-mir-210,31568692,YES, , ,Plasma,UP,breast,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-210-3p,MIMAT0000267,hsa-mir-210,20360935,YES, , ,Plasma,UP,pancreas,"carcinoma, pancreatic ductal",D021441,"DOID_305,UBERON_0007329","Cancer, Digestive & Gastrointestinal Conditions, Breast Conditions",carcinoma,pancreatic ductal
hsa-miR-210-3p,MIMAT0000267,hsa-mir-210,24065453, ,POSITIVE,lymph node metastasis,Serum,UP,lung,"carcinoma, non-small-cell lung",D002289,"CL_0000000,DOID_305,UBERON_0002048","Cancer, Respiratory Conditions, Cells",carcinoma,non-small-cell lung
hsa-miR-210-3p,MIMAT0000267,hsa-mir-210,31568692,YES, , ,Plasma,UP,breast,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-210-3p,MIMAT0000267,hsa-mir-210,23064048,YES, , ,Serum,UP,kidney,"carcinoma, renal cell",D002292,"CL_0000000,DOID_305","Cancer, Genitourinary Conditions, Cells",carcinoma,renal cell
hsa-miR-210-3p,MIMAT0000267,hsa-mir-210,31568692,YES, , ,Plasma,UP,breast,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-210-3p,MIMAT0000267,hsa-mir-210,21864403,YES, , ,Plasma,UP,lung,lung neoplasms,D008175,DOID_1324,"Cancer, Respiratory Conditions",neoplasm,lung
hsa-miR-210-3p,MIMAT0000267,hsa-mir-210,20360935,YES, , ,Plasma,UP,pancreas,"carcinoma, pancreatic ductal",D021441,"DOID_305,UBERON_0007329","Cancer, Digestive & Gastrointestinal Conditions, Breast Conditions",carcinoma,pancreatic ductal
hsa-miR-210-3p,MIMAT0000267,hsa-mir-210,24626394, ,POSITIVE,mortality during follow-up,Serum,UP,aorta/heart,aortic valve stenosis,D001024,DOID_1712,Cardiovascular Conditions,stenosis,aortic valve
hsa-miR-210-3p,MIMAT0000267,hsa-mir-210,24065453, ,POSITIVE,TNM staging,Serum,UP,lung,"carcinoma, non-small-cell lung",D002289,"CL_0000000,DOID_305,UBERON_0002048","Cancer, Respiratory Conditions, Cells",carcinoma,non-small-cell lung
hsa-miR-210-3p,MIMAT0000267,hsa-mir-210,28466015, ,POSITIVE,post-operative survival,Plasma,UP,"pancreas head and neck, pancreas body and tail","carcinoma, pancreatic ductal",D021441,"DOID_305,UBERON_0007329","Cancer, Digestive & Gastrointestinal Conditions, Breast Conditions",carcinoma,pancreatic ductal
hsa-miR-210-3p,MIMAT0000267,hsa-mir-210,24065453,YES, , ,Serum,UP,lung,"carcinoma, non-small-cell lung",D002289,"CL_0000000,DOID_305,UBERON_0002048","Cancer, Respiratory Conditions, Cells",carcinoma,non-small-cell lung
hsa-miR-210-3p,MIMAT0000267,hsa-mir-210,27357355, ,NEGATIVE,overall survival,Serum,UP,heart,coronary artery disease,D003324,DOID_3393,Cardiovascular Conditions,coronary artery disease,
hsa-miR-210-3p,MIMAT0000267,hsa-mir-210,21864403,YES, , ,Plasma,UP,lung,lung neoplasms,D008175,DOID_1324,"Cancer, Respiratory Conditions",neoplasm,lung
hsa-miR-210-5p,MIMAT0026475,hsa-mir-210,22952344,YES, , ,Plasma,UP,,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-210-5p,MIMAT0026475,hsa-mir-210,22952344, ,NEGATIVE,overall survival,Plasma,UP,,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-210-5p,MIMAT0026475,hsa-mir-210,22952344, ,NEGATIVE,progression-free survival,Plasma,UP,,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-211-5p,MIMAT0000268,hsa-mir-211,25619197,YES, , ,Plasma,DOWN,heart,heart failure,D006333,SYMP_0000292,Cardiovascular Conditions,heart failure,
hsa-miR-211-5p,MIMAT0000268,hsa-mir-211,25619197,YES, , ,Plasma,DOWN,heart,heart failure,D006333,SYMP_0000292,Cardiovascular Conditions,heart failure,
hsa-miR-2110,MIMAT0010133,hsa-mir-2110,31658043,YES, , ,Plasma,UP,cervix,uterine cervical neoplasms,D002583,DOID_4362,"Cancer, Genitourinary Conditions",neoplasm,uterine cervical
hsa-miR-2110,MIMAT0010133,hsa-mir-2110,31658043,YES, , ,Plasma,UP,cervix,uterine cervical neoplasms,D002583,DOID_4362,"Cancer, Genitourinary Conditions",neoplasm,uterine cervical
hsa-miR-2110,MIMAT0010133,hsa-mir-2110,31658043,YES, , ,Plasma,UP,cervix,uterine cervical neoplasms,D002583,DOID_4362,"Cancer, Genitourinary Conditions",neoplasm,uterine cervical
hsa-miR-2110,MIMAT0010133,hsa-mir-2110,31658043,YES, , ,Plasma,UP,cervix,uterine cervical neoplasms,D002583,DOID_4362,"Cancer, Genitourinary Conditions",neoplasm,uterine cervical
hsa-miR-214-3p,MIMAT0000271,hsa-mir-214,22350790,YES, , ,Serum,UP,,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-214-3p,MIMAT0000271,hsa-mir-214,22350790,YES, , ,Serum,UP,,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-214-3p,MIMAT0000271,hsa-mir-214,22350790, ,POSITIVE,lymph node metastasis,Serum,UP,,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-215-5p,MIMAT0000272,hsa-mir-215,31568692,YES, , ,Plasma,UP,breast,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-215-5p,MIMAT0000272,hsa-mir-215,22353773,YES, , ,Serum,DOWN,breast,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-215-5p,MIMAT0000272,hsa-mir-215,22353773,YES, , ,Serum,DOWN,breast,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-215-5p,MIMAT0000272,hsa-mir-215,31568692,YES, , ,Plasma,UP,breast,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-215-5p,MIMAT0000272,hsa-mir-215,31568692,YES, , ,Plasma,UP,breast,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-215-5p,MIMAT0000272,hsa-mir-215,31568692,YES, , ,Plasma,UP,breast,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-215-5p,MIMAT0000272,hsa-mir-215,31568692,YES, , ,Plasma,UP,breast,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-215-5p,MIMAT0000272,hsa-mir-215,22353773, ,NEGATIVE,progression of disease under treatment,Serum,DOWN,breast,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-215-5p,MIMAT0000272,hsa-mir-215,24993656,YES, , ,Serum,UP,liver,"hepatitis, chronic",D006521,"DOID_2237,SYMP_0000046","Viral Infections, Infectious Diseases, Digestive & Gastrointestinal Conditions",hepatitis,chronic
hsa-miR-215-5p,MIMAT0000272,hsa-mir-215,24993656,YES, , ,Serum,UP,liver,"carcinoma, hepatocellular",D006528,DOID_305,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-miR-218-5p,MIMAT0000275,hsa-mir-218-1|hsa-mir-218-2,22237456,YES, , ,Serum,DOWN,cervix,uterine cervical neoplasms,D002583,DOID_4362,"Cancer, Genitourinary Conditions",neoplasm,uterine cervical
hsa-miR-218-5p,MIMAT0000275,hsa-mir-218-1|hsa-mir-218-2,22237456, ,NEGATIVE,TNM staging,Serum,DOWN,cervix,uterine cervical neoplasms,D002583,DOID_4362,"Cancer, Genitourinary Conditions",neoplasm,uterine cervical
hsa-miR-218-5p,MIMAT0000275,hsa-mir-218-1|hsa-mir-218-2,24944481, ,POSITIVE,overall survival,Serum,DOWN,,stomach neoplasms,D013274,UBERON_0000945,"Cancer, Digestive & Gastrointestinal Conditions",neoplasm,stomach
hsa-miR-22-3p,MIMAT0000077,hsa-mir-22,24578785,YES, , ,Plasma,UP,pancreas,"carcinoma, pancreatic ductal",D021441,"DOID_305,UBERON_0007329","Cancer, Digestive & Gastrointestinal Conditions, Breast Conditions",carcinoma,pancreatic ductal
hsa-miR-22-3p,MIMAT0000077,hsa-mir-22,24578785,YES, , ,Plasma,UP,pancreas,"carcinoma, pancreatic ductal",D021441,"DOID_305,UBERON_0007329","Cancer, Digestive & Gastrointestinal Conditions, Breast Conditions",carcinoma,pancreatic ductal
hsa-miR-22-3p,MIMAT0000077,hsa-mir-22,24978044,YES, , ,Plasma,DOWN,heart,"pulmonary hypertension, chronic thromboembolic, without deep vein thrombosis, susceptibility to","D006976,D020246","DOID_0060903,DOID_6432,UBERON_0001638","Cardiovascular Conditions, Respiratory Conditions",pulmonary hypertension,chronic thromboembolic
hsa-miR-22-3p,MIMAT0000077,hsa-mir-22,23203215,YES, , ,Plasma,DOWN,abdominopelvic cavity,endometriosis,D004715,DOID_289,Genitourinary Conditions,endometriosis,
hsa-miR-22-3p,MIMAT0000077,hsa-mir-22,24978044,YES, , ,Plasma,DOWN,heart,"pulmonary hypertension, chronic thromboembolic, without deep vein thrombosis, susceptibility to","D006976,D020246","DOID_0060903,DOID_6432,UBERON_0001638","Cardiovascular Conditions, Respiratory Conditions",pulmonary hypertension,chronic thromboembolic
hsa-miR-22-3p,MIMAT0000077,hsa-mir-22,22120965,YES, , ,Serum,UP,heart,heart failure,D006333,SYMP_0000292,Cardiovascular Conditions,heart failure,
hsa-miR-221-3p,MIMAT0000278,hsa-mir-221,24517143,YES, , ,Serum,DOWN,,hypothyroidism,D007037,DOID_1459,Endocrine and Metabolic Conditions,hypothyroidism,
hsa-miR-221-3p,MIMAT0000278,hsa-mir-221,21206010, ,NEGATIVE,overall survival,Plasma,UP,"nasal cavity, extranasalsites, nasopharynx","lymphoma, extranodal nk-t-cell",D054391,"CL_0000084,DOID_0060058","Cancer, Hematopoietic & Lymphatic Conditions, Cells",lymphoma,extranodal nk-t-cell
hsa-miR-221-3p,MIMAT0000278,hsa-mir-221,25429320,YES, , ,Serum,DOWN,,"carcinoma, hepatocellular",D006528,DOID_305,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-miR-221-3p,MIMAT0000278,hsa-mir-221,16251535, ,POSITIVE,aggresive disease course,Blood,UP,blood,"leukemia, lymphocytic, chronic, b-cell",D015451,"CL_0000236,DOID_1240","Cancer, Hematopoietic & Lymphatic Conditions, Cells",leukemia,chronic b-cell lymphocytic
hsa-miR-221-3p,MIMAT0000278,hsa-mir-221,24093444,YES, , ,Serum,UP,,metabolic syndrome,D024821,DOID_0111581,"Endocrine and Metabolic Conditions, Congenital/Hereditary Conditions, Syndrome",metabolic syndrome,
hsa-miR-221-3p,MIMAT0000278,hsa-mir-221,24517143,YES, , ,Serum,DOWN,,atherosclerosis,D050197,DOID_1936,Cardiovascular Conditions,atherosclerosis,
hsa-miR-221-3p,MIMAT0000278,hsa-mir-221,21206010,YES, , ,Plasma,UP,"nasal cavity, extranasalsites, nasopharynx","lymphoma, extranodal nk-t-cell",D054391,"CL_0000084,DOID_0060058","Cancer, Hematopoietic & Lymphatic Conditions, Cells",lymphoma,extranodal nk-t-cell
hsa-miR-221-3p,MIMAT0000278,hsa-mir-221,16251535, ,NEGATIVE,time to initial therapy,Blood,UP,blood,"leukemia, lymphocytic, chronic, b-cell",D015451,"CL_0000236,DOID_1240","Cancer, Hematopoietic & Lymphatic Conditions, Cells",leukemia,chronic b-cell lymphocytic
hsa-miR-221-3p,MIMAT0000278,hsa-mir-221,21274675,YES, , ,Plasma,UP,,prostatic neoplasms,D011471,DOID_10283,"Cancer, Genitourinary Conditions",neoplasm,prostatic
hsa-miR-221-5p,MIMAT0004568,hsa-mir-221,31980721,YES, , ,Serum,UP,,bipolar disorder,D001714,DOID_3312,Mood and Personality Disorders,bipolar disorder,
hsa-miR-222-3p,MIMAT0000279,hsa-mir-222,24517143,YES, , ,Serum,DOWN,,atherosclerosis,D050197,DOID_1936,Cardiovascular Conditions,atherosclerosis,
hsa-miR-222-3p,MIMAT0000279,hsa-mir-222,25129310,YES, , ,Plasma,UP,plasma,stomach neoplasms,D013274,UBERON_0000945,"Cancer, Digestive & Gastrointestinal Conditions",neoplasm,stomach
hsa-miR-222-3p,MIMAT0000279,hsa-mir-222,28284220, ,NEGATIVE,disease-free survival,Serum,UP,brain,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-miR-222-3p,MIMAT0000279,hsa-mir-222,31568692,YES, , ,Plasma,UP,breast,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-222-3p,MIMAT0000279,hsa-mir-222,16251535, ,NEGATIVE,time to initial therapy,Blood,UP,blood,"leukemia, lymphocytic, chronic, b-cell",D015451,"CL_0000236,DOID_1240","Cancer, Hematopoietic & Lymphatic Conditions, Cells",leukemia,chronic b-cell lymphocytic
hsa-miR-222-3p,MIMAT0000279,hsa-mir-222,25129310, ,NEGATIVE,recurrence-free survival,Plasma,UP,plasma,stomach neoplasms,D013274,UBERON_0000945,"Cancer, Digestive & Gastrointestinal Conditions",neoplasm,stomach
hsa-miR-222-3p,MIMAT0000279,hsa-mir-222,25129310, ,NEGATIVE,overall survival,Plasma,UP,plasma,stomach neoplasms,D013274,UBERON_0000945,"Cancer, Digestive & Gastrointestinal Conditions",neoplasm,stomach
hsa-miR-222-3p,MIMAT0000279,hsa-mir-222,28284220, ,NEGATIVE,disease-free survival,Serum,UP,brain,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-miR-222-3p,MIMAT0000279,hsa-mir-222,24517143,YES, , ,Serum,DOWN,,hypothyroidism,D007037,DOID_1459,Endocrine and Metabolic Conditions,hypothyroidism,
hsa-miR-222-3p,MIMAT0000279,hsa-mir-222,25429911, ,NEGATIVE,overall survival,Serum,DOWN,esophagus,stomach neoplasms,D013274,UBERON_0000945,"Cancer, Digestive & Gastrointestinal Conditions",neoplasm,stomach
hsa-miR-222-3p,MIMAT0000279,hsa-mir-222,22472564,YES, , ,Serum,UP,thyroid,"thyroid cancer, papillary",D000077273,DOID_1781,"Cancer, Endocrine and Metabolic Conditions",thyroid cancer,papillary
hsa-miR-222-3p,MIMAT0000279,hsa-mir-222,28284220, ,NEGATIVE,disease-free survival,Serum,UP,brain,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-miR-222-3p,MIMAT0000279,hsa-mir-222,22472564,YES, , ,Serum,UP,thyroid,"thyroid cancer, papillary",D000077273,DOID_1781,"Cancer, Endocrine and Metabolic Conditions",thyroid cancer,papillary
hsa-miR-223-3p,MIMAT0000280,hsa-mir-223,31919459, ,POSITIVE,overall survival,Serum,DOWN,,acute-on-chronic liver failure,D065290,UBERON_0002107,Digestive & Gastrointestinal Conditions,liver failure,acute-on-chronic
hsa-miR-223-3p,MIMAT0000280,hsa-mir-223,22105822,YES, , ,Plasma,DOWN,,"carcinoma, hepatocellular",D006528,DOID_305,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-miR-223-3p,MIMAT0000280,hsa-mir-223,24202700, ,POSITIVE,clopidogrel responsiveness (determined by Platelet Reactivity Index - PRI),Plasma,DOWN,heart/platelets,coronary disease,D003327,DOID_3393,Cardiovascular Conditions,coronary disease,
hsa-miR-223-3p,MIMAT0000280,hsa-mir-223,16251535, ,NEGATIVE,aggresive disease course,Blood,DOWN,blood,"leukemia, lymphocytic, chronic, b-cell",D015451,"CL_0000236,DOID_1240","Cancer, Hematopoietic & Lymphatic Conditions, Cells",leukemia,chronic b-cell lymphocytic
hsa-miR-223-3p,MIMAT0000280,hsa-mir-223,21098088,YES, , ,Serum,DOWN,serum,prostatic neoplasms,D011471,DOID_10283,"Cancer, Genitourinary Conditions",neoplasm,prostatic
hsa-miR-223-3p,MIMAT0000280,hsa-mir-223,20651284,YES, , ,Plasma,DOWN,,"diabetes mellitus, type 2",D003924,DOID_9351,"Diabetes, Endocrine and Metabolic Conditions",diabetes mellitus,type 2
hsa-miR-223-3p,MIMAT0000280,hsa-mir-223,20188071,YES, , ,Serum,DOWN,,sepsis,D018805,,Bacterial Infections,sepsis,
hsa-miR-223-3p,MIMAT0000280,hsa-mir-223,29430184,YES, , ,Serum,UP,peripheral vein blood,"carcinoma, non-small-cell lung",D002289,"CL_0000000,DOID_305,UBERON_0002048","Cancer, Respiratory Conditions, Cells",carcinoma,non-small-cell lung
hsa-miR-223-5p,MIMAT0004570,hsa-mir-223,31568692,YES, , ,Plasma,UP,breast,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-2392,MIMAT0019043,hsa-mir-2392,23799609,YES, , ,Serum,UP,,uterine cervical neoplasms,D002583,DOID_4362,"Cancer, Genitourinary Conditions",neoplasm,uterine cervical
