miRNet_ID,miRBase_acc,miRNA_ID,snc_gene,snc_entrez,snc_embl
miRNet-snc-5223,MIMAT0001341,hsa-mir-424-5p,RN7SL143P,106479273,ENSG00000244003
miRNet-snc-5224,MIMAT0001341,hsa-mir-424-5p,RN7SL342P,106479349,ENSG00000239398
miRNet-snc-5225,MIMAT0003393,hsa-mir-425-5p,RNY4P15,100379291,ENSG00000202012
miRNet-snc-5226,MIMAT0003393,hsa-mir-425-5p,RNY4P4,100379297,ENSG00000200843
miRNet-snc-5227,MIMAT0003393,hsa-mir-425-5p,RN7SKP136,106479155,ENSG00000222859
miRNet-snc-5228,MIMAT0003393,hsa-mir-425-5p,VTRNA1-3,56662,ENSG00000202515
miRNet-snc-5229,MIMAT0003393,hsa-mir-425-5p,SNORD10,652966,ENSG00000238917
miRNet-snc-5230,MIMAT0003393,hsa-mir-425-5p,RN7SKP290,106480480,ENSG00000271814
miRNet-snc-5231,MIMAT0016894,hsa-mir-4262,RNA5SP23,100873278,ENSG00000212308
miRNet-snc-5232,MIMAT0016894,hsa-mir-4262,RNA5SP95,100873328,ENSG00000222251
miRNet-snc-5233,MIMAT0016894,hsa-mir-4262,SNORD94,692225,ENSG00000208772
miRNet-snc-5234,MIMAT0016894,hsa-mir-4262,SCARNA5,677775,ENSG00000252010
miRNet-snc-5235,MIMAT0016894,hsa-mir-4262,SCARNA7,677767,ENSG00000238741
miRNet-snc-5236,MIMAT0016894,hsa-mir-4262,RNA5SP165,100873430,ENSG00000252951
miRNet-snc-5237,MIMAT0016894,hsa-mir-4262,SNORA13,654322,ENSG00000238363
miRNet-snc-5238,MIMAT0016894,hsa-mir-4262,RNA5SP194,100873456,ENSG00000201532
miRNet-snc-5239,MIMAT0016894,hsa-mir-4262,RNA5SP197,100873459,ENSG00000200227
miRNet-snc-5240,MIMAT0016894,hsa-mir-4262,RNA5SP203,100873464,ENSG00000222383
miRNet-snc-5241,MIMAT0016894,hsa-mir-4262,RNA5SP204,100873465,ENSG00000201415
miRNet-snc-5242,MIMAT0016894,hsa-mir-4262,RNA5SP221,106480759,ENSG00000223203
miRNet-snc-5243,MIMAT0016894,hsa-mir-4262,RNA5SP225,100873484,ENSG00000222806
miRNet-snc-5244,MIMAT0016894,hsa-mir-4262,RNA5SP273,100873526,ENSG00000199354
miRNet-snc-5245,MIMAT0016894,hsa-mir-4262,RNA5SP299,100873574,ENSG00000212505
miRNet-snc-5246,MIMAT0016894,hsa-mir-4262,RNA5SP303,100873577,ENSG00000252001
miRNet-snc-5247,MIMAT0016894,hsa-mir-4262,RNA5SP330,100873596,ENSG00000252905
miRNet-snc-5248,MIMAT0016894,hsa-mir-4262,SNORD97,692223,ENSG00000238622
miRNet-snc-5249,MIMAT0016894,hsa-mir-4262,RNA5SP383,100873638,ENSG00000199804
miRNet-snc-5250,MIMAT0016894,hsa-mir-4262,RNA5SP428,100873679,ENSG00000201999
miRNet-snc-5251,MIMAT0016894,hsa-mir-4262,RNA5SP431,100873681,ENSG00000222244
miRNet-snc-5252,MIMAT0016894,hsa-mir-4262,RNA5SP435,106479013,ENSG00000200914
miRNet-snc-5253,MIMAT0016894,hsa-mir-4262,RN7SKP189,106479180,ENSG00000201912
miRNet-snc-5254,MIMAT0016894,hsa-mir-4262,RNA5SP524,111644143,ENSG00000201285
miRNet-snc-5255,MIMAT0001536,hsa-mir-429,RN7SL44P,106480934,ENSG00000263841
miRNet-snc-5256,MIMAT0001536,hsa-mir-429,RNA5SP143,100873410,ENSG00000252745
miRNet-snc-5257,MIMAT0001536,hsa-mir-429,SNORD72,619564,ENSG00000212296
miRNet-snc-5258,MIMAT0001536,hsa-mir-429,RN7SL720P,106480528,ENSG00000241152
miRNet-snc-5259,MIMAT0001536,hsa-mir-429,RNU4-5P,26839,ENSG00000272160
miRNet-snc-5260,MIMAT0001536,hsa-mir-429,SNORA2A,677793,ENSG00000206612
miRNet-snc-5261,MIMAT0001536,hsa-mir-429,SCARNA17,677769,ENSG00000251992
miRNet-snc-5262,MIMAT0001536,hsa-mir-429,RN7SL91P,106480946,ENSG00000240439
miRNet-snc-5263,MIMAT0001536,hsa-mir-429,SNORA56,677835,ENSG00000206693
miRNet-snc-5264,MIMAT0016844,hsa-mir-4295,RNU1-1,26871,ENSG00000206652
miRNet-snc-5265,MIMAT0016844,hsa-mir-4295,RNU1-3,26869,ENSG00000207513
miRNet-snc-5266,MIMAT0016844,hsa-mir-4295,RNU1-4,6060,ENSG00000207389
miRNet-snc-5267,MIMAT0016844,hsa-mir-4295,RNU1-2,26870,ENSG00000207005
miRNet-snc-5268,MIMAT0016844,hsa-mir-4295,RNU4ATAC4P,106479539,ENSG00000252116
miRNet-snc-5269,MIMAT0016844,hsa-mir-4295,RNU1-75P,106480172,ENSG00000194297
miRNet-snc-5270,MIMAT0016844,hsa-mir-4295,RNVU1-1,101954273,ENSG00000238603
miRNet-snc-5271,MIMAT0016844,hsa-mir-4295,RNVU1-6,101954276,ENSG00000201558
miRNet-snc-5272,MIMAT0016844,hsa-mir-4295,RNVU1-7,26864,ENSG00000207418
miRNet-snc-5273,MIMAT0016844,hsa-mir-4295,RNVU1-7,26864,ENSG00000206585
miRNet-snc-5274,MIMAT0016844,hsa-mir-4295,RNVU1-1,101954273,ENSG00000207340
miRNet-snc-5275,MIMAT0016844,hsa-mir-4295,RNVU1-17,101954269,ENSG00000207349
miRNet-snc-5276,MIMAT0016844,hsa-mir-4295,RNVU1-18,26863,ENSG00000206737
miRNet-snc-5277,MIMAT0016844,hsa-mir-4295,RN7SL464P,106481049,ENSG00000243872
miRNet-snc-5278,MIMAT0016844,hsa-mir-4295,RNU1-74P,106480171,ENSG00000206835
miRNet-snc-5279,MIMAT0016844,hsa-mir-4295,SCARNA5,677775,ENSG00000252010
miRNet-snc-5280,MIMAT0016844,hsa-mir-4295,RNU1-30P,106480662,ENSG00000272020
miRNet-snc-5281,MIMAT0016844,hsa-mir-4295,RNU1-100P,106480183,ENSG00000202125
miRNet-snc-5282,MIMAT0016844,hsa-mir-4295,RN7SL552P,106481072,ENSG00000239466
miRNet-snc-5283,MIMAT0016844,hsa-mir-4295,RNU1-138P,106480195,ENSG00000206820
miRNet-snc-5284,MIMAT0016844,hsa-mir-4295,RNU1-89P,106480412,ENSG00000207322
miRNet-snc-5285,MIMAT0016844,hsa-mir-4295,RNU1-39P,106481953,ENSG00000206624
miRNet-snc-5286,MIMAT0016844,hsa-mir-4295,RNU1-17P,100873814,ENSG00000199892
miRNet-snc-5287,MIMAT0016844,hsa-mir-4295,RNU1-88P,106481619,ENSG00000238554
miRNet-snc-5288,MIMAT0016844,hsa-mir-4295,RNU1-34P,106481607,ENSG00000201291
miRNet-snc-5289,MIMAT0016844,hsa-mir-4295,RNU1-18P,100873815,ENSG00000199932
miRNet-snc-5290,MIMAT0016844,hsa-mir-4295,RNU4ATAC18P,106481866,ENSG00000251988
miRNet-snc-5291,MIMAT0016844,hsa-mir-4295,RN7SL496P,106481058,ENSG00000242855
miRNet-snc-5292,MIMAT0016844,hsa-mir-4295,RNU1-14P,26859,ENSG00000199629
miRNet-snc-5293,MIMAT0016844,hsa-mir-4295,RNU1-82P,106480175,ENSG00000212153
miRNet-snc-5294,MIMAT0016844,hsa-mir-4295,RNU1-148P,106481635,ENSG00000207201
miRNet-snc-5295,MIMAT0016844,hsa-mir-4295,RNU1-101P,106480667,ENSG00000212473
miRNet-snc-5296,MIMAT0016844,hsa-mir-4295,RNU1-106P,106481624,ENSG00000207110
miRNet-snc-5297,MIMAT0016844,hsa-mir-4295,RNU1-35P,106480157,ENSG00000199652
miRNet-snc-5298,MIMAT0016844,hsa-mir-4295,RNU4ATAC15P,106479544,ENSG00000252224
miRNet-snc-5299,MIMAT0016844,hsa-mir-4295,RNU1-19P,100873861,ENSG00000200176
miRNet-snc-5300,MIMAT0016844,hsa-mir-4295,RNU4ATAC16P,106481160,ENSG00000221439
miRNet-snc-5301,MIMAT0016844,hsa-mir-4295,RNU1-83P,106480176,ENSG00000200296
miRNet-snc-5302,MIMAT0016844,hsa-mir-4295,RNU1-27P,26865,ENSG00000206596
miRNet-snc-5303,MIMAT0016844,hsa-mir-4295,RNU1-28P,26866,ENSG00000206588
miRNet-snc-5304,MIMAT0016844,hsa-mir-4295,SNORA64,26784,ENSG00000207405
miRNet-snc-5305,MIMAT0016844,hsa-mir-4295,RN7SL543P,106480378,ENSG00000265918
miRNet-snc-5306,MIMAT0016844,hsa-mir-4295,RNU1-103P,106481623,ENSG00000252311
miRNet-snc-5307,MIMAT0016844,hsa-mir-4295,RN7SL608P,106480521,ENSG00000239884
miRNet-snc-5308,MIMAT0016844,hsa-mir-4295,RNU1-42P,106481609,ENSG00000200903
miRNet-snc-5309,MIMAT0016844,hsa-mir-4295,RN7SL448P,106481843,ENSG00000264322
miRNet-snc-5310,MIMAT0016844,hsa-mir-4295,RN7SL236P,106480986,ENSG00000243870
miRNet-snc-5311,MIMAT0016844,hsa-mir-4295,RNU1-109P,106481625,ENSG00000206687
miRNet-snc-5312,MIMAT0016844,hsa-mir-4295,RNU1-46P,106480663,ENSG00000207154
miRNet-snc-5313,MIMAT0016844,hsa-mir-4295,RN7SL566P,106481850,ENSG00000241983
miRNet-snc-5314,MIMAT0016844,hsa-mir-4295,RN7SL364P,106479356,ENSG00000243560
miRNet-snc-5315,MIMAT0016844,hsa-mir-4295,RNU1-131P,106480193,ENSG00000238833
miRNet-snc-5316,MIMAT0016844,hsa-mir-4295,RNU1-134P,106480194,ENSG00000199805
miRNet-snc-5317,MIMAT0016844,hsa-mir-4295,RN7SL712P,106481117,ENSG00000266828
miRNet-snc-5318,MIMAT0016844,hsa-mir-4295,RNU1-115P,106480188,ENSG00000202199
miRNet-snc-5319,MIMAT0016858,hsa-mir-4306,RN7SKP165,106480367,ENSG00000223282
miRNet-snc-5320,MIMAT0016858,hsa-mir-4306,RN7SKP224,106480902,ENSG00000201010
miRNet-snc-5321,MIMAT0016858,hsa-mir-4306,RNU2-64P,106481654,ENSG00000223247
miRNet-snc-5322,MIMAT0016858,hsa-mir-4306,RN7SL698P,106481113,ENSG00000244232
miRNet-snc-5323,MIMAT0016858,hsa-mir-4306,RN7SKP234,106480368,ENSG00000252982
miRNet-snc-5324,MIMAT0016858,hsa-mir-4306,RN7SKP235,106479199,ENSG00000222594
miRNet-snc-5325,MIMAT0016858,hsa-mir-4306,RN7SKP89,106479134,ENSG00000222706
miRNet-snc-5326,MIMAT0016858,hsa-mir-4306,RN7SKP85,106479132,ENSG00000223281
miRNet-snc-5327,MIMAT0016858,hsa-mir-4306,RN7SKP172,106480469,ENSG00000223273
miRNet-snc-5328,MIMAT0016858,hsa-mir-4306,SNORA28,677811,ENSG00000272533
miRNet-snc-5329,MIMAT0016858,hsa-mir-4306,SNORD3B-1,26851,ENSG00000265185
miRNet-snc-5330,MIMAT0016858,hsa-mir-4306,SNORD3B-2,780852,ENSG00000262074
miRNet-snc-5331,MIMAT0016858,hsa-mir-4306,SNORD3A,780851,ENSG00000263934
miRNet-snc-5332,MIMAT0016858,hsa-mir-4306,SNORD3C,780853,ENSG00000264940
miRNet-snc-5333,MIMAT0016858,hsa-mir-4306,RNU1-85P,106480177,ENSG00000200997
miRNet-snc-5334,MIMAT0016858,hsa-mir-4306,SCARNA20,677681,ENSG00000252577
miRNet-snc-5335,MIMAT0016858,hsa-mir-4306,RN7SKP173,106635535,ENSG00000199691
miRNet-snc-5336,MIMAT0001625,hsa-mir-431-5p,RN7SL444P,106479384,ENSG00000265753
miRNet-snc-5337,MIMAT0001625,hsa-mir-431-5p,RNU2-19P,106481959,ENSG00000253097
miRNet-snc-5338,MIMAT0001625,hsa-mir-431-5p,RN7SL344P,106480503,ENSG00000241395
miRNet-snc-5339,MIMAT0001625,hsa-mir-431-5p,RN7SL602P,106479441,ENSG00000264352
miRNet-snc-5340,MIMAT0001625,hsa-mir-431-5p,RNU6-439P,106481317,ENSG00000206915
miRNet-snc-5341,MIMAT0001625,hsa-mir-431-5p,RNA5-8SP5,100873335,ENSG00000202174
miRNet-snc-5342,MIMAT0001625,hsa-mir-431-5p,RN7SL300P,106481004,ENSG00000265813
miRNet-snc-5343,MIMAT0001625,hsa-mir-431-5p,RN7SL791P,106481860,ENSG00000241291
miRNet-snc-5344,MIMAT0001625,hsa-mir-431-5p,RN7SL655P,106481102,ENSG00000241963
miRNet-snc-5345,MIMAT0001625,hsa-mir-431-5p,SNORA74B,677841,ENSG00000212402
miRNet-snc-5346,MIMAT0001625,hsa-mir-431-5p,RN7SL200P,106480976,ENSG00000265123
miRNet-snc-5347,MIMAT0001625,hsa-mir-431-5p,RN7SL643P,106481098,ENSG00000243124
miRNet-snc-5348,MIMAT0001625,hsa-mir-431-5p,RN7SL265P,106479318,ENSG00000241709
miRNet-snc-5349,MIMAT0001625,hsa-mir-431-5p,RNU1-35P,106480157,ENSG00000199652
miRNet-snc-5350,MIMAT0001625,hsa-mir-431-5p,RN7SL57P,106480484,ENSG00000242256
miRNet-snc-5351,MIMAT0001625,hsa-mir-431-5p,RN7SL825P,107080654,ENSG00000239731
miRNet-snc-5352,MIMAT0001625,hsa-mir-431-5p,RN7SL42P,106479240,ENSG00000263999
miRNet-snc-5353,MIMAT0001625,hsa-mir-431-5p,RN7SL38P,106480932,ENSG00000240481
miRNet-snc-5354,MIMAT0001625,hsa-mir-431-5p,RN7SL246P,106480989,ENSG00000265093
miRNet-snc-5355,MIMAT0001625,hsa-mir-431-5p,RN7SL88P,106480945,ENSG00000266889
miRNet-snc-5356,MIMAT0001625,hsa-mir-431-5p,RN7SL166P,106479282,ENSG00000265624
miRNet-snc-5357,MIMAT0001625,hsa-mir-431-5p,RN7SL585P,106479436,ENSG00000242037
miRNet-snc-5358,MIMAT0001625,hsa-mir-431-5p,SNORD60,26788,ENSG00000206630
miRNet-snc-5359,MIMAT0001625,hsa-mir-431-5p,RN7SL79P,106480943,ENSG00000239595
miRNet-snc-5360,MIMAT0001625,hsa-mir-431-5p,RN7SL45P,106481975,ENSG00000264862
miRNet-snc-5361,MIMAT0001625,hsa-mir-431-5p,RN7SL14P,106480481,ENSG00000266720
miRNet-snc-5362,MIMAT0016870,hsa-mir-4319,RNVU1-14,101954266,ENSG00000207501
miRNet-snc-5363,MIMAT0016870,hsa-mir-4319,RNVU1-15,101954267,ENSG00000207205
miRNet-snc-5364,MIMAT0016870,hsa-mir-4319,RNVU1-19,101954277,ENSG00000212544
miRNet-snc-5365,MIMAT0016870,hsa-mir-4319,SCARNA18B,107397392,ENSG00000238754
miRNet-snc-5366,MIMAT0016870,hsa-mir-4319,RN7SKP154,106480881,ENSG00000222068
miRNet-snc-5367,MIMAT0016870,hsa-mir-4319,SCARNA6,677772,ENSG00000251791
miRNet-snc-5368,MIMAT0016870,hsa-mir-4319,RNU1-31P,106481606,ENSG00000200745
miRNet-snc-5369,MIMAT0016870,hsa-mir-4319,SNORA6,574040,ENSG00000206760
miRNet-snc-5370,MIMAT0016870,hsa-mir-4319,SCARNA18,677765,ENSG00000238835
miRNet-snc-5371,MIMAT0016870,hsa-mir-4319,SNORA5A,654319,ENSG00000206838
miRNet-snc-5372,MIMAT0016870,hsa-mir-4319,SNORA79B,109616976,ENSG00000222489
miRNet-snc-5373,MIMAT0016870,hsa-mir-4319,RNU1-56P,106480165,ENSG00000212605
miRNet-snc-5374,MIMAT0002814,hsa-mir-432-5p,RN7SKP165,106480367,ENSG00000223282
miRNet-snc-5375,MIMAT0002814,hsa-mir-432-5p,SNORA74A,26821,ENSG00000200959
miRNet-snc-5376,MIMAT0002814,hsa-mir-432-5p,RN7SKP226,106480903,ENSG00000201782
miRNet-snc-5377,MIMAT0002814,hsa-mir-432-5p,RNA5SP354,100873614,ENSG00000212549
miRNet-snc-5378,MIMAT0002814,hsa-mir-432-5p,SNORD91A,692207,ENSG00000212163
miRNet-snc-5379,MIMAT0002814,hsa-mir-432-5p,RN7SKP72,106481748,ENSG00000199197
miRNet-snc-5380,MIMAT0002814,hsa-mir-432-5p,RN7SL862P,106479535,ENSG00000242651
miRNet-snc-5381,MIMAT0002814,hsa-mir-432-5p,RN7SKP185,106479178,ENSG00000199683
miRNet-snc-5382,MIMAT0002814,hsa-mir-432-5p,RNU2-26P,106480414,ENSG00000222440
miRNet-snc-5383,MIMAT0002814,hsa-mir-432-5p,RNU2-57P,106480222,ENSG00000252468
miRNet-snc-5384,MIMAT0001627,hsa-mir-433-3p,RNVU1-17,101954269,ENSG00000207349
miRNet-snc-5385,MIMAT0001627,hsa-mir-433-3p,RNU1-20P,100873816,ENSG00000200184
miRNet-snc-5386,MIMAT0001627,hsa-mir-433-3p,RNU1-34P,106481607,ENSG00000201291
miRNet-snc-5387,MIMAT0001627,hsa-mir-433-3p,RNU1-29P,106480154,ENSG00000271739
miRNet-snc-5388,MIMAT0001627,hsa-mir-433-3p,RNU1-148P,106481635,ENSG00000207201
miRNet-snc-5389,MIMAT0001627,hsa-mir-433-3p,RNU1-21P,100873862,ENSG00000200197
miRNet-snc-5390,MIMAT0001627,hsa-mir-433-3p,RNU1-104P,106480184,ENSG00000253089
miRNet-snc-5391,MIMAT0001627,hsa-mir-433-3p,SNORD112,692215,ENSG00000251769
miRNet-snc-5392,MIMAT0001627,hsa-mir-433-3p,RNU1-109P,106481625,ENSG00000206687
miRNet-snc-5393,MIMAT0001627,hsa-mir-433-3p,RN7SKP72,106481748,ENSG00000199197
miRNet-snc-5394,MIMAT0001627,hsa-mir-433-3p,RNU1-55P,106481954,ENSG00000202380
miRNet-snc-5395,MIMAT0001627,hsa-mir-433-3p,SNORA71C,677839,ENSG00000201512
miRNet-snc-5396,MIMAT0001627,hsa-mir-433-3p,SNORA69,26779,ENSG00000206622
miRNet-snc-5397,MIMAT0018939,hsa-mir-4424,RNA5SP298,106480761,ENSG00000201861
miRNet-snc-5398,MIMAT0018943,hsa-mir-4428,RN7SKP269,106480915,ENSG00000202415
miRNet-snc-5399,MIMAT0018943,hsa-mir-4428,RN7SKP119,106481749,ENSG00000222685
miRNet-snc-5400,MIMAT0018943,hsa-mir-4428,SNORD94,692225,ENSG00000208772
miRNet-snc-5401,MIMAT0018943,hsa-mir-4428,RN7SKP154,106480881,ENSG00000222068
miRNet-snc-5402,MIMAT0018943,hsa-mir-4428,RN7SKP281,106480369,ENSG00000222404
miRNet-snc-5403,MIMAT0018943,hsa-mir-4428,RN7SKP213,106480899,ENSG00000222678
miRNet-snc-5404,MIMAT0018943,hsa-mir-4428,RN7SKP234,106480368,ENSG00000252982
miRNet-snc-5405,MIMAT0018943,hsa-mir-4428,RN7SKP249,106480910,ENSG00000202360
miRNet-snc-5406,MIMAT0018943,hsa-mir-4428,RN7SKP264,106479213,ENSG00000223012
miRNet-snc-5407,MIMAT0018943,hsa-mir-4428,SNORA19,641451,ENSG00000207468
miRNet-snc-5408,MIMAT0018943,hsa-mir-4428,RN7SKP53,106480849,ENSG00000223269
miRNet-snc-5409,MIMAT0018943,hsa-mir-4428,RNA5SP369,100873628,ENSG00000223046
miRNet-snc-5410,MIMAT0018943,hsa-mir-4428,RN7SKP107,106480464,ENSG00000201027
miRNet-snc-5411,MIMAT0018943,hsa-mir-4428,SCARNA20,677681,ENSG00000252577
miRNet-snc-5412,MIMAT0018944,hsa-mir-4429,RN7SKP165,106480367,ENSG00000223282
miRNet-snc-5413,MIMAT0018944,hsa-mir-4429,RNA5SP226,106479000,ENSG00000199523
miRNet-snc-5414,MIMAT0018944,hsa-mir-4429,RN7SL546P,106479420,ENSG00000239224
miRNet-snc-5415,MIMAT0018944,hsa-mir-4429,RNU7-71P,100151668,ENSG00000251868
miRNet-snc-5416,MIMAT0018944,hsa-mir-4429,SNORD91B,692208,ENSG00000275084
miRNet-snc-5417,MIMAT0018944,hsa-mir-4429,RNA5SP435,106479013,ENSG00000200914
miRNet-snc-5418,MIMAT0018952,hsa-mir-4436a,SNORD94,692225,ENSG00000208772
miRNet-snc-5419,MIMAT0018952,hsa-mir-4436a,RN7SKP232,106480905,ENSG00000222102
miRNet-snc-5420,MIMAT0018952,hsa-mir-4436a,SNORD96A,619571,ENSG00000272296
miRNet-snc-5421,MIMAT0018952,hsa-mir-4436a,SNORA3B,677826,ENSG00000212607
miRNet-snc-5422,MIMAT0018952,hsa-mir-4436a,SCARNA11,677780,ENSG00000251898
miRNet-snc-5423,MIMAT0018952,hsa-mir-4436a,SNORD96B,692226,ENSG00000208883
miRNet-snc-5424,MIMAT0018980,hsa-mir-4458,SNORD11B,100113392,ENSG00000271852
miRNet-snc-5425,MIMAT0018980,hsa-mir-4458,SNORD11,692058,ENSG00000238317
miRNet-snc-5426,MIMAT0018980,hsa-mir-4458,RNA5SP221,106480759,ENSG00000223203
miRNet-snc-5427,MIMAT0018980,hsa-mir-4458,RN7SKP231,106479198,ENSG00000200151
miRNet-snc-5428,MIMAT0018992,hsa-mir-4465,RNA5SP197,100873459,ENSG00000200227
miRNet-snc-5429,MIMAT0018992,hsa-mir-4465,RNA5SP211,100873471,ENSG00000202386
miRNet-snc-5430,MIMAT0018992,hsa-mir-4465,RNA5SP330,100873596,ENSG00000252905
miRNet-snc-5431,MIMAT0018992,hsa-mir-4465,RNY3P4,100873808,ENSG00000207157
miRNet-snc-5432,MIMAT0018992,hsa-mir-4465,RN7SL143P,106479273,ENSG00000244003
miRNet-snc-5433,MIMAT0018992,hsa-mir-4465,RNA5SP479,100873721,ENSG00000201728
miRNet-snc-5434,MIMAT0018992,hsa-mir-4465,RNA5SP494,100873736,ENSG00000222585
miRNet-snc-5435,MIMAT0018992,hsa-mir-4465,RNA5SP500,100873551,ENSG00000201356
miRNet-snc-5436,MIMAT0018992,hsa-mir-4465,RNA5SP507,100873558,ENSG00000200473
miRNet-snc-5437,MIMAT0001532,hsa-mir-448,RNU6-880P,106479955,ENSG00000207256
miRNet-snc-5438,MIMAT0001532,hsa-mir-448,RNU6ATAC16P,106479550,ENSG00000221518
miRNet-snc-5439,MIMAT0001532,hsa-mir-448,SNORA70J,109616973,ENSG00000206909
miRNet-snc-5440,MIMAT0001532,hsa-mir-448,RNU6-485P,106481333,ENSG00000200345
miRNet-snc-5441,MIMAT0001532,hsa-mir-448,RNU6-275P,106481265,ENSG00000201780
miRNet-snc-5442,MIMAT0001532,hsa-mir-448,RNU6-1249P,106480652,ENSG00000200107
miRNet-snc-5443,MIMAT0001532,hsa-mir-448,RN7SKP111,106479144,ENSG00000222281
miRNet-snc-5444,MIMAT0001532,hsa-mir-448,RNU6-122P,106481876,ENSG00000252627
miRNet-snc-5445,MIMAT0001541,hsa-mir-449a,RN7SKP102,106481810,ENSG00000223118
miRNet-snc-5446,MIMAT0001541,hsa-mir-449a,RNA5SP248,100873504,ENSG00000202472
miRNet-snc-5447,MIMAT0001541,hsa-mir-449a,RN7SL521P,106479413,ENSG00000240877
miRNet-snc-5448,MIMAT0001541,hsa-mir-449a,RN7SL749P,106479494,ENSG00000242853
miRNet-snc-5449,MIMAT0001541,hsa-mir-449a,RN7SL493P,106479403,ENSG00000266439
miRNet-snc-5450,MIMAT0001541,hsa-mir-449a,SNORA50A,677830,ENSG00000206952
miRNet-snc-5451,MIMAT0001541,hsa-mir-449a,RNU4-36P,106479573,ENSG00000201164
miRNet-snc-5452,MIMAT0001541,hsa-mir-449a,RN7SL342P,106479349,ENSG00000239398
miRNet-snc-5453,MIMAT0001541,hsa-mir-449a,RNA5SP479,100873721,ENSG00000201728
miRNet-snc-5454,MIMAT0001541,hsa-mir-449a,SNORA71B,26776,ENSG00000235408
miRNet-snc-5455,MIMAT0003327,hsa-mir-449b-5p,RN7SKP102,106481810,ENSG00000223118
miRNet-snc-5456,MIMAT0003327,hsa-mir-449b-5p,RNA5SP248,100873504,ENSG00000202472
miRNet-snc-5457,MIMAT0003327,hsa-mir-449b-5p,RN7SL521P,106479413,ENSG00000240877
miRNet-snc-5458,MIMAT0003327,hsa-mir-449b-5p,RN7SL749P,106479494,ENSG00000242853
miRNet-snc-5459,MIMAT0003327,hsa-mir-449b-5p,RN7SL493P,106479403,ENSG00000266439
miRNet-snc-5460,MIMAT0003327,hsa-mir-449b-5p,SNORA50A,677830,ENSG00000206952
miRNet-snc-5461,MIMAT0003327,hsa-mir-449b-5p,RNU4-36P,106479573,ENSG00000201164
miRNet-snc-5462,MIMAT0003327,hsa-mir-449b-5p,RN7SL342P,106479349,ENSG00000239398
miRNet-snc-5463,MIMAT0003327,hsa-mir-449b-5p,RNA5SP479,100873721,ENSG00000201728
miRNet-snc-5464,MIMAT0003327,hsa-mir-449b-5p,SNORA71B,26776,ENSG00000235408
miRNet-snc-5465,MIMAT0010251,hsa-mir-449c-5p,RNA5SP22,100873277,ENSG00000202263
miRNet-snc-5466,MIMAT0010251,hsa-mir-449c-5p,RNA5SP65,100873300,ENSG00000200036
miRNet-snc-5467,MIMAT0010251,hsa-mir-449c-5p,RNA5SP78,100873312,ENSG00000201492
miRNet-snc-5468,MIMAT0010251,hsa-mir-449c-5p,RNY4P34,106481712,ENSG00000201649
miRNet-snc-5469,MIMAT0010251,hsa-mir-449c-5p,RNA5SP117,100873387,ENSG00000202164
miRNet-snc-5470,MIMAT0010251,hsa-mir-449c-5p,RNA5SP123,100873393,ENSG00000200114
miRNet-snc-5471,MIMAT0010251,hsa-mir-449c-5p,RNA5SP132,100873401,ENSG00000201595
miRNet-snc-5472,MIMAT0010251,hsa-mir-449c-5p,SNORA7B,677797,ENSG00000207088
miRNet-snc-5473,MIMAT0010251,hsa-mir-449c-5p,RNA5SP183,100873445,ENSG00000199322
miRNet-snc-5474,MIMAT0010251,hsa-mir-449c-5p,RNA5SP248,100873504,ENSG00000202472
miRNet-snc-5475,MIMAT0010251,hsa-mir-449c-5p,RNA5SP250,100873506,ENSG00000199404
miRNet-snc-5476,MIMAT0010251,hsa-mir-449c-5p,RNA5SP258,100873512,ENSG00000199620
miRNet-snc-5477,MIMAT0010251,hsa-mir-449c-5p,SCARNA8,677776,ENSG00000251733
miRNet-snc-5478,MIMAT0010251,hsa-mir-449c-5p,RNA5SP305,100873579,ENSG00000199535
miRNet-snc-5479,MIMAT0010251,hsa-mir-449c-5p,RNA5SP349,100873611,ENSG00000200613
miRNet-snc-5480,MIMAT0010251,hsa-mir-449c-5p,RNA5SP27,100873359,ENSG00000200709
miRNet-snc-5481,MIMAT0010251,hsa-mir-449c-5p,RN7SL493P,106479403,ENSG00000266439
miRNet-snc-5482,MIMAT0010251,hsa-mir-449c-5p,RNA5SP415,100873666,ENSG00000253055
miRNet-snc-5483,MIMAT0010251,hsa-mir-449c-5p,SNORA50A,677830,ENSG00000206952
miRNet-snc-5484,MIMAT0010251,hsa-mir-449c-5p,RNA5SP479,100873721,ENSG00000201728
miRNet-snc-5485,MIMAT0010251,hsa-mir-449c-5p,SNORD83A,116937,ENSG00000209482
miRNet-snc-5486,MIMAT0010251,hsa-mir-449c-5p,RNA5SP516,100873567,ENSG00000201000
miRNet-snc-5487,MIMAT0019036,hsa-mir-4500,SNORD11B,100113392,ENSG00000271852
miRNet-snc-5488,MIMAT0019036,hsa-mir-4500,SNORD11,692058,ENSG00000238317
miRNet-snc-5489,MIMAT0019036,hsa-mir-4500,RNA5SP221,106480759,ENSG00000223203
miRNet-snc-5490,MIMAT0019036,hsa-mir-4500,RN7SKP231,106479198,ENSG00000200151
miRNet-snc-5491,MIMAT0001545,hsa-mir-450a-5p,RN7SKP38,106479112,ENSG00000222714
miRNet-snc-5492,MIMAT0001545,hsa-mir-450a-5p,RNU6-431P,106481314,ENSG00000206601
miRNet-snc-5493,MIMAT0004909,hsa-mir-450b-5p,SNORA66,26782,ENSG00000207523
